,Country Name,Country Code,Series Name,Series Code,2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015]
108,Saudi Arabia,SAU,"Commercial bank branches (per 100,000 adults)",FB.CBK.BRCH.P5,7.758118542999999,7.519927352000001,7.620420157000001,7.7156700129999995,7.783389734,8.120487991000001,8.247249258,8.276175326,8.267690802,8.367506882,8.802029261,8.932099573
109,Senegal,SEN,"Commercial bank branches (per 100,000 adults)",FB.CBK.BRCH.P5,1.996965268,2.5233008580000003,2.930218542,3.1006261019999997,3.751897762,3.924183643,4.165044263,4.450965441,4.665619437,4.576371195,4.620018065,4.6072192780000005
110,Singapore,SGP,"Commercial bank branches (per 100,000 adults)",FB.CBK.BRCH.P5,11.72258945,11.51095114,11.14333421,10.75544606,10.32972312,10.21647928,10.22326379,9.965813718,9.771402868,9.507025639,9.389061367,9.326803877
111,Slovenia,SVN,"Commercial bank branches (per 100,000 adults)",FB.CBK.BRCH.P5,40.99597484,40.11539304,39.67538485,40.22843576,39.37183872,39.55827652,38.73836458,38.27894588,38.4387766,34.43042709,31.8553521,31.21709839
112,Solomon Islands,SLB,"Commercial bank branches (per 100,000 adults)",FB.CBK.BRCH.P5,7.46115536,7.986669523,8.135775481,7.932265352000001,7.73879221,7.553763087999999,4.488646929,4.0700168119999995,3.9706174310000004,3.5738323989999996,4.065359363,3.964478275
113,South Africa,ZAF,"Commercial bank branches (per 100,000 adults)",FB.CBK.BRCH.P5,4.874047864,7.267681893,7.4794074539999995,6.081786235,7.925974582,9.34488146,10.03322883,10.46131616,10.13319585,10.24268107,10.95355661,10.499399
114,South Asia,SAS,"Commercial bank branches (per 100,000 adults)",FB.CBK.BRCH.P5,7.315657965,7.3353613410000005,7.421915428999999,7.565955097000001,7.763832775,7.908999315,8.053759555,8.243346327000001,8.729056275,8.849143052,9.040620674,9.452558335
115,Spain,ESP,"Commercial bank branches (per 100,000 adults)",FB.CBK.BRCH.P5,97.5144557,99.26527362,101.8181957,104.2186875,103.7548272,99.05162748,95.71200719,88.2000511,83.72875520000001,73.54115154,69.65757473,67.53402973
116,Sri Lanka,LKA,"Commercial bank branches (per 100,000 adults)",FB.CBK.BRCH.P5,8.775216254,9.087180305,12.11099925,13.37653454,14.21073566,15.01525821,15.98391657,17.39538321,18.00906929,18.31258539,18.44226917,18.584974399999997
117,Sub-Saharan Africa,SSF,"Commercial bank branches (per 100,000 adults)",FB.CBK.BRCH.P5,1.42168637,1.4778747230000002,1.605010262,2.074022642,2.428295673,2.7657534289999997,3.432412994,3.507601563,3.688459796,4.117382913,4.620018065,4.676014895
118,Sub-Saharan Africa (excluding high income),SSA,"Commercial bank branches (per 100,000 adults)",FB.CBK.BRCH.P5,1.42168637,1.4778747230000002,1.605010262,2.074022642,2.428295673,2.7657534289999997,3.432412994,3.507601563,3.688459796,4.117382913,4.620018065,4.676014895
119,Sudan,SDN,"Commercial bank branches (per 100,000 adults)",FB.CBK.BRCH.P5,2.469946949,2.344695438,2.270628013,2.258987034,2.250234581,2.358734413,2.7523048880000003,2.842243705,2.8820273380000003,2.988485238,3.0549378369999998,3.1748097889999998
120,Suriname,SUR,"Commercial bank branches (per 100,000 adults)",FB.CBK.BRCH.P5,10.5472561,10.69126235,10.55460152,10.69895122,10.55403108,10.67805659,11.33227026,11.17422479,11.01584446,12.41047651,12.49286122,11.06762318
121,Swaziland,SWZ,"Commercial bank branches (per 100,000 adults)",FB.CBK.BRCH.P5,5.860077195,5.914037903,5.930900447999999,5.7816493410000005,5.7733220560000005,5.621972919,5.618624232,6.302151984,6.170375894,5.91881953,5.807882812000001,6.69789872
122,Sweden,SWE,"Commercial bank branches (per 100,000 adults)",FB.CBK.BRCH.P5,23.57686163,23.51996877,23.78463648,23.59747161,23.95572318,22.96473873,22.50302468,21.69967871,21.80779736,21.54010548,21.10287882,19.32105384
123,Switzerland,CHE,"Commercial bank branches (per 100,000 adults)",FB.CBK.BRCH.P5,57.35246653,56.79195843,55.61888462,55.27938749,53.95360235,52.680600899999995,51.76847941,50.24592755,48.88089889,47.44065182,46.01897011,44.28997829
124,Tanzania,TZA,"Commercial bank branches (per 100,000 adults)",FB.CBK.BRCH.P5,16.96619708,1.183626292,1.163378545,1.3211614999999999,1.777027364,1.8815567830000002,1.9983986480000002,2.064857323,2.204678861,2.457817972,2.452613378,2.47760523
125,Thailand,THA,"Commercial bank branches (per 100,000 adults)",FB.CBK.BRCH.P5,7.776328489,8.305182574,9.101372196,9.739970216,10.35865322,10.86318453,11.09106131,11.42099437,11.76877938,12.17587534,12.6089073,12.62266101
126,Togo,TGO,"Commercial bank branches (per 100,000 adults)",FB.CBK.BRCH.P5,1.205187387,1.231953072,1.6273907680000002,2.9540484339999997,3.885197629,4.056949428,4.243143627,4.471614828,4.501331385,4.59964721,4.931148233,4.977261027
127,Trinidad and Tobago,TTO,"Commercial bank branches (per 100,000 adults)",FB.CBK.BRCH.P5,12.58018621,12.430608099999999,12.6049558,12.78795917,12.78852302,12.80081925,13.48695802,12.56550834,12.69257456,12.54206036,13.32730653,12.99348562
128,Tunisia,TUN,"Commercial bank branches (per 100,000 adults)",FB.CBK.BRCH.P5,11.90847522,12.19097143,12.98570877,13.70388364,14.44352456,15.0039508,16.52201457,16.95990913,17.52816428,18.16381592,19.26583913,19.89808895
129,Turkey,TUR,"Commercial bank branches (per 100,000 adults)",FB.CBK.BRCH.P5,16.96619708,12.95516073,14.06718607,15.33742637,17.17526788,17.34752155,17.87407787,18.20901153,18.55677079,19.5718021,19.53308506,19.12542213
130,Uganda,UGA,"Commercial bank branches (per 100,000 adults)",FB.CBK.BRCH.P5,1.131028565,1.1845155059999999,1.192809797,1.3822037580000002,2.038832454,2.3591562280000002,2.459087668,2.391068156,2.698448739,2.895234428,2.9860632289999995,2.976094411
131,Ukraine,UKR,"Commercial bank branches (per 100,000 adults)",FB.CBK.BRCH.P5,3.713002859,3.865193138,3.872296876,3.856667252,3.73446702,3.215168523,2.321466502,1.599937954,1.069253554,0.9166300470000001,0.764053578,0.5617512060000001
132,United Arab Emirates,ARE,"Commercial bank branches (per 100,000 adults)",FB.CBK.BRCH.P5,15.42168975,13.6060209,12.97823819,12.54428715,12.70578963,12.18561711,11.99729133,11.93583496,12.16585591,12.55149768,12.05745223,18.21139794
133,United States,USA,"Commercial bank branches (per 100,000 adults)",FB.CBK.BRCH.P5,32.50746481,33.09151418,33.75201369,34.57786328,34.96290144,35.70799825,35.21670072,34.93094429,34.672118499999996,33.42676015,32.22227265,32.87220466
134,Upper middle income,UMC,"Commercial bank branches (per 100,000 adults)",FB.CBK.BRCH.P5,10.74198827,12.15349447,11.74346167,12.376198599999999,15.13766771,15.51160296,15.62774558,15.39239033,14.033633600000002,14.86062589,15.63956838,14.96414172
135,Uruguay,URY,"Commercial bank branches (per 100,000 adults)",FB.CBK.BRCH.P5,12.82022367,12.78178107,13.35137077,13.46751401,13.56958892,13.39761623,13.57534931,13.52805628,12.72674471,12.57407916,12.19950784,11.97765555
136,Uzbekistan,UZB,"Commercial bank branches (per 100,000 adults)",FB.CBK.BRCH.P5,38.82286123,39.69712376,42.03096202,41.19502078,40.48170852,40.17077929,39.14137309,38.23700412,38.09640338,37.87683248,37.59148604,37.23253051
137,"Venezuela, RB",VEN,"Commercial bank branches (per 100,000 adults)",FB.CBK.BRCH.P5,16.96619708,15.74789549,16.46986434,17.31722854,17.34854348,18.37829559,17.18334982,16.70154692,16.79982098,16.694105599999997,16.52923403,15.926651199999998
138,World,WLD,"Commercial bank branches (per 100,000 adults)",FB.CBK.BRCH.P5,9.169363699,9.90675008,10.82761128,10.75544606,10.59241869,10.86002909,10.79594833,11.20357268,11.18509358,11.91144402,12.38083067,12.62266101
139,"Yemen, Rep.",YEM,"Commercial bank branches (per 100,000 adults)",FB.CBK.BRCH.P5,1.742473801,1.843871735,1.91027697,1.957740025,1.942109226,1.93461565,1.840131577,1.755210274,1.696415755,1.66804973,1.6413053869999998,1.590911714
140,Zambia,ZMB,"Commercial bank branches (per 100,000 adults)",FB.CBK.BRCH.P5,2.970937048,2.846913083,2.891440488,3.164242121,3.517004861,3.6914333630000002,3.822767352,3.977494942,4.20278209,4.4428034819999995,4.6961668539999994,4.676014895
141,Zimbabwe,ZWE,"Commercial bank branches (per 100,000 adults)",FB.CBK.BRCH.P5,2.72001177,3.6720345539999997,3.423386696,3.79626049,3.140665335,4.147177217,4.357500611,5.600069647000001,11.58523452,12.13734375,12.96871228,14.37672034
