,Country Name,Country Code,Series Name,Series Code,2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014]
114,South Asia,SAS,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,64.45710161,64.84793714,65.2434613,65.64452281,66.04733525,66.44923186,66.84308693,67.22095963,67.57733562,67.90665104,68.20916845
115,Spain,ESP,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,79.87073171,80.17073171,80.82195122,80.87317073,81.17560976,81.47560976,81.62682927,82.47560976,82.42682927,83.07804878,83.22926829
116,Sri Lanka,LKA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,73.64482927,73.93560976,74.08507317,74.15512195,74.20117073,74.24765854,74.31302439,74.4072439,74.52431707,74.65929268,74.81465854
117,Sub-Saharan Africa,SSF,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,52.39773954,53.08506134,53.83214224,54.61311643,55.40034528,56.17305571,56.91136170000001,57.60308526,58.24907519,58.84866120000001,59.39987928
118,Sub-Saharan Africa (excluding high income),SSA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,52.39550035,53.08299779,53.83016295,54.6111601,55.39848436,56.17133041,56.90969451,57.60161835,58.24755232,58.84731309,59.39858813
119,Sudan,SDN,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,59.98407317,60.40673171,60.84209756,61.28709756,61.73419512,62.17578049,62.6007561,62.99702439,63.36004878,63.68578049,63.97473171
120,Suriname,SUR,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,68.56597561,68.846,69.15721951,69.48007317,69.796,70.09441463,70.3642439,70.60039024,70.80682927,70.98853659,71.14697561
121,Swaziland,SWZ,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,45.80341463,46.07482927,46.72782927,47.67997561,48.83509756,50.11860976,51.44819512,52.75373171,53.99043902,55.11929268,56.10146341
122,Sweden,SWE,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,80.49756098,80.54634146,80.74878049,80.9,81.1,81.35121951,81.45121951,81.80243902,81.70487805,81.95609756,82.25365854
123,Switzerland,CHE,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,81.08780488,81.23658537,81.4902439,81.74146341,81.99268293,82.04390244,82.24634146,82.69512195,82.69756098,82.79756098,83.19756098
124,Tanzania,TZA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,55.11704878,56.15390244,57.17790244,58.16982927,59.11812195,60.01043902,60.85568293,61.67443902,62.48729268,63.30560976,64.1184878
125,Thailand,THA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,71.75670732,72.1265122,72.50863415,72.88753659,73.25026829,73.58741463,73.89419512,74.16739024,74.41680488,74.64765854,74.86404878
126,Togo,TGO,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,54.20419512,54.57290244,55.02312195,55.55370732,56.15007317,56.79068293,57.442512199999996,58.06860976,58.64456098,59.15046341,59.57634146
127,Trinidad and Tobago,TTO,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,68.87182927,68.97853659,69.10734146,69.25714634,69.42441463,69.60556098,69.79253659,69.97731707,70.15290244,70.31485366,70.45965854
128,Tunisia,TUN,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,74.10687805,74.27217073,74.41514634,74.53541463,74.63697561,74.72529268,74.81126829,74.90668293,75.01890244,75.15429268,75.31434146
