Country Name,Country Code,Series Name,Series Code,1990 [YR1990],1991 [YR1991],1992 [YR1992],1993 [YR1993],1994 [YR1994],1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016]
Cyprus,CYP,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,126615461.385104,81820990.7445387,107441112.68656,83432989.4040103,75174068.6034487,243136818.613671,233749453.825101,546519214.603176,345398143.229372,813054280.084962,854874285.662108,944742873.957096,1103449726.13198,908147517.991038,1118841808.54651,1161973511.03819,1872392934.88876,2295454939.77526,2337953031.23866,2830582843.30053,13596805274.1596,-11920544949.5203,49600567279.3727,-6025166434.49988,-754354504.948983,8011131462.86352,4979180350.88695
Czech Republic,CZE,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,..,..,..,654278424.682602,878231739.725255,2567564641.62698,1435279128.15383,1286492873.14104,3700169387.63107,6312596675.96249,4987079129.26384,5640707235.87483,8496609035.7758,2021275745.95501,6423465150.75736,13730164683.4592,7132002407.70599,13815656003.7033,8815393022.10815,5271613701.7927,10167834374.8186,4188736491.29368,9433199804.77647,7357578652.57,8088661929.8803,1699914616.60242,6497344243.59801
Denmark,DNK,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,1132146349.95012,1552515350.88704,1017385349.25764,1712766177.9681,5006178362.05013,4139423319.68617,773444115.829278,2791671359.18635,6674661469.00367,16847919225.9809,36013297907.195,9286404805.96887,4430703178.95051,1184825159.91313,-8804165491.10019,12834261392.1535,2419919718.29979,11809448518.2128,2191207507.4873,3918212678.04408,-11766404172.5532,13555949081.5495,2753929972.48872,-862218938.462354,5101511954.33477,1888667819.5429,454651279.790506
Djibouti,DJI,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,..,2290106.40273237,2290106.40273237,1423579.65575256,1423579.65575256,3218527.9173536,3263542.29382009,3100365.17912908,3173513.54088712,3212901.12029529,3286049.48205333,3392958.62616123,3432346.2055694,14224542.9634089,38543559.8494269,22203341.1920932,108287709.387186,195351140.270424,227654582.182184,96859684.5617569,36501032.5172602,79000230.6986794,109998255.692912,286004467.676864,152998382.294329,123998424.487959,..
Dominica,DMA,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,12888888.8888889,15222222.2222222,20411111.1111111,13200000,22600000,54092592.5925926,17800000,21114814.8148148,6511111.11111111,17955555.5555556,17596296.2962963,17115925.9259259,20110637.037037,31472140.7407407,26173948.1481481,19235559.2592593,25907525.9259259,40486774.8148148,56548262.9629629,42420685.5555556,24341705.1851852,14192972.5925926,23152398.1481481,17915757.4074074,35410370.3704,35956666.6666667,..
Dominican Republic,DOM,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,132800000,145000000,179700000,189300000,206800000,414300000,96500000,420600000,699800000,1337800000,989000000,1087900000,926000000,616530000,934480000,1118400000,1528700000,2252900000,2728400000,1695300000,1820200000,2197500000,3415900000,1599900000,2385300000,2227300000,2522500000
Early-demographic dividend,EAR,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,11079077876.2415,15745359729.23,17266466463.7637,18146338778.2853,29755599772.0845,33570417058.9211,41104595536.9481,57576990534.733,50608188027.8379,59198870261.391,51384675967.3368,59921009265.8943,51164490558.9656,42976804946.6777,63503597439.0397,111549137159.724,154352099044.812,195407881969.766,235622855031.561,168027710263.47,180942396012.895,193334101798.166,183453813680.172,211664632543.602,187799493236.775,213819587337.429,85171334883.4424
East Asia & Pacific,EAS,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,29807929801.2785,27585828015.0128,35592282554.221,51949453201.0769,64710817858.0625,81052985803.7108,81172485151.0851,94780186362.7672,96055394383.3065,120588296452.391,174697200321.913,127669016973.71,112876647110.263,126791315774.692,198734991602.689,187816200277.391,285603592383.337,396421101441.182,385552388675.551,287309026988.074,496299302479.001,559852314454.1,517043825781.12,590026829225.875,619264253868.66,610035186417.663,450172904043.511
East Asia & Pacific (excluding high income),EAP,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,10451967904.8529,13337659853.1458,21404535493.2633,38907838236.2465,45563601735.3143,50797426350.1397,58568392125.988,62529210489.8197,57851008336.5633,50388416421.6774,48210165805.8382,52533065339.1794,63294753312.8157,68501427443.9056,83280428818.7031,129274194824.112,152273580587.784,193461037611.91,211340330364.921,155407905219.219,297956039723.027,336312981229.937,303828705332.506,360761439580.76,329474878184.023,307335972866.891,182257036449.667
East Asia & Pacific (IDA & IBRD countries),TEA,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,10513757904.8529,13204889853.1458,21403615493.2632,38899348236.2465,45564261735.3143,50797226350.1397,58562772125.988,62303060489.8197,57818818336.5633,50409446421.6774,48202287453.0716,52551326482.4435,63291132828.7201,68502602690.3436,83222732102.6726,129284109818.382,152542936843.423,193444520851.051,211177101021.628,155402073090.225,297944557967.143,336195306356.967,303629011458.827,360690762690.597,329451467299.408,307287641025.039,182257036449.667
Ecuador,ECU,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,126000000,160000000,178000000,473720000,576330000,452480000,499680000,723950000,869980000,648410000,-23439367.9139981,538568575.17,783261009.55,871513414.023619,836939593.895645,493413835.545644,271428852.53,193872526.93,1056888020.15482,307960890.109,165320320.363638,643709358.687904,567035300.85638,726814206.263418,771822946.091118,1321508337.30748,642658282.007996
"Egypt, Arab Rep.",EGY,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,734000000,253000000,459000000,493000000,1256000000,598000000,636000000,890550000,1076000000,1065300000,1235000000,509900000,646900000,237400000,1253300000,5375600000,10042800000,11578100000,9494600000,6711600000,6385600000,-482700000,2797700000,4192200000,4783200000,6884800000,..
El Salvador,SLV,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,1898272.08566561,25180498.960499,15309478.7202233,16432044.0179603,2180000,38037218.5997811,-4797258.70930897,59043540.3283369,1103712164.47744,215800000,173400000,278900000,470000000,141200000,363270000,511140000,241130000,1550510000,903050000,368730000,-113160683.724283,122500004.314785,447709564.212642,242345997.420128,509251538.57993,496992814.092298,486478328.423821
Equatorial Guinea,GNQ,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,11073778.6647058,41324758.9335023,6018320.15756731,22301675.6350731,16995533.4921224,126924170.672485,376180404.220707,53451528.1778,274768116.7281,154296173.9421,154499589.873816,940741215.678838,323391507.457804,689779766.001376,340914468.516047,769146185.171423,469506014.649353,1242731087.26451,-793872332.823439,1636219625.31714,2734000000,1975000000,985256411.512026,730710063.962432,319569592.34651,316172119.367656,..
Eritrea,ERI,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,..,..,..,..,..,..,36701848.9596453,41097917.2317993,148518255.354327,83222078.1431869,27870106.71,12131626.5,22766165.86,24999786.56,24103664.84,1431553.832,15375609.76,7206504.065,39000000,91000000,91000000,39000000,41358136.65,43858858.13,46510785.84,49323061.48,..
Estonia,EST,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,..,..,82271988.6444621,162224912.53887,214426829.532783,201489377.942859,150222440.213003,266223909.418108,580524122.692358,305183394.217294,416214286.787886,592889580.182472,338234260.376913,1037745582.89648,1086502852.96118,3127298002.07021,2212181185.41304,3429043145.33097,1873250284.80747,1865561409.88628,2592803326.67143,1118556803.53608,1788040739.48022,1079660229.39323,1681871383.10453,-652014139.153471,715034631.373525
Ethiopia,ETH,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,..,..,170000,3500000,17210000,14140000,21930000,288490000,260670000,69980000,134640000,349400000,255000000,465000000,545100000,265111675.482385,545257102.2,222000573,108537544,221459581.4,288271568.250744,626509560.351343,278562822.162861,953000000,2132000000,2167600000,..
Euro area,EMU,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,53137374022.3459,45644508467.2854,48956693736.3216,47279424493.7091,49404203013.4,68196521062.3013,70465707780.6307,72629335605.8053,141670263969.943,199513278823.198,466002140023.937,232227303365.51,253456166489.901,269354188279.323,270006238990.519,633807317718.623,817611928957.974,1287373958148.06,652473872799.293,389858602905.281,508407355786.804,764489324062.632,645738153597.818,544153394060.913,287669342001.378,503205241669.797,320495762953.721
Europe & Central Asia,ECS,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,97646849040.9475,75078191083.2854,71807754268.4352,80543771779.4704,84635354627.9222,132094991113.361,127625206425.145,157824796574.712,281738406061.785,413155605895.438,749003347688.054,359058035721.563,409025276952.891,373876516781.106,440909433930.773,1005160847369.69,1245546569008.3,1857142157514.3,1232556043999.69,585665207839.189,691844110954.759,998803174214.363,900403042204.112,697148751554.476,493572057994.593,743893616464.256,674230806013.802
Europe & Central Asia (excluding high income),ECA,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,688010000,905900000,2626581308.1,3929093830.25366,3073371656.72686,5634198493.26973,6961224182.65631,12894317077.0655,11608902257.2843,11399853884.1173,10118015269.548,15152001427.3253,14928100480.4765,26596676395.3967,45632299904.1527,57953020374.9521,108185047782.444,149436567350.748,171907676995.633,94498382846.9895,89538627398.3421,122636154821.257,108800837057.43,119848719544.67,71377913125.6395,60838323346.8258,60861578305.6472
Europe & Central Asia (IDA & IBRD countries),TEC,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,777010000,1196900000,3304581308.1,5644093830.25366,4948371656.72686,9293198493.26973,11459224182.6563,17802317077.0655,17973902257.2843,18669853884.1173,19453015269.548,20829001427.3253,19019100480.4765,31967676395.3967,59500299904.1527,68994020374.9521,129658047782.444,174467567350.748,186481676995.633,108523382846.99,107933627398.342,141121154821.257,116158837057.43,120643719544.67,91153913125.6395,74905323346.8258,75046578305.6472
European Union,EUU,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,90402434399.7085,71848416480.718,68816253506.5209,74212482795.5929,75862416554.4469,120654955995.91,114208232388.894,135807501465.729,259931122652.53,386527371951.209,709128686982.001,334153080128.324,385262546463.694,329874736169.273,400754545976.95,965745281388.504,1115184788544.48,1692865561218.86,1077110535409.76,445347421813.575,578110677271.557,851108100825.807,733227273233.01,610469732445.284,406230715748.239,589251376772.25,656541949259.322
Faroe Islands,FRO,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Fiji,FJI,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,91903054.994401,5150595.62233258,103593446.178703,91193591.8016572,67548877.315803,69542545.6269258,2422860.40048457,15585225.2065042,107005343.556275,-33204290.1567557,591375.114626099,41301661.8470268,30674592.4352292,40313853.1329202,250618684.707101,184929270.355653,460444078.462108,377939524.321663,338522354.580362,160649876.137796,356156642.660059,402356103.357028,375988474.164292,264709009.793542,347993346.472806,307878423.719429,..
Finland,FIN,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,812172838.219176,-232904201.903945,396369713.714145,863526070.917892,1495765796.20749,1044126140.65185,1118243130.06727,2128500261.16286,12028620490.4545,4649170220.86788,13499419748.1522,3222225508.97586,8080985211.98093,5963557456.14468,6771281519.43878,10875828408.3114,4631613503.99188,21985066155.0099,19403176597.8441,-8826514766.94336,12226437615.5386,-6008160154.38709,4932843235.40106,-4940707105.97727,17243598342.2252,16938463411.8418,-9537496211.5623
Fragile and conflict affected situations,FCS,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,742562797.757365,921305680.487695,937160266.433104,1653798943.16937,716839564.93873,1355031552.64811,1010514889.08517,1655403658.45005,2325990165.31073,2710116668.79396,3127813249.27747,4006832711.50458,4621234284.77948,8403420359.84751,6928902392.79668,8683413461.09089,12733905037.496,20556125276.2804,23149358336.7355,18906068068.72,20448924995.8471,22416285454.2847,26942788574.3725,28003271488.7893,26145817220.0079,23716816737.661,239338811.216106
France,FRA,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,13183285334.811,15152742089.8424,21839501253.074,20754044035.6782,15797125294.9865,23736300874.0228,21971888803.0024,23047924754.756,29518429032.2114,45986859387.4475,41382267637.1702,50126614944.0104,51493238175.3571,42324928757.8752,35581202492.2809,85179159787.3155,78945704919.8979,83780962091.2732,67999194663.2055,18380195792.7671,38899924637.7217,44191741839.7551,32950453827.8547,31589259642.153,-1048274593.7172,34968752553.9028,42309750160.1508
French Polynesia,PYF,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,..,..,..,..,..,..,..,..,..,..,2000000,-19170000,10930935.8556037,58213238.4950585,6420023.00862775,7818937.09019394,30649550.5407316,58249411.6366849,13884094.4749379,21843717.5640801,64303751.4213863,133839517.312067,147199569.589671,99207173.3507257,45314778.9450253,82719033.8793745,..
Gabon,GAB,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,73457901.590088,-54589233.7944703,126940086.185977,-113715590.728322,-99602903.9968596,-314523680.439374,-489085742.133444,-311296101.194067,146627239.257719,-156621952.171442,278061231.967685,-100615451.014713,1160708.31013769,99666154.0233407,313970792.039638,326161877.897877,267805315.562785,269324270.257148,773000000,573000000,499000000,696000000,832473111.118511,771192615.982512,1011296178.31174,623890438.752219,..
"Gambia, The",GMB,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,14120000,9197230.379488,6329113.92405063,11065335.2095802,9722679.11503778,7727641.74414037,10664064.1859729,11666476.0379732,..,..,43520000,35480000,42826666.6666667,18272720.342347,55526319.4407831,53650280.019084,82208102.59,78099786.4902307,78614989.7289696,39447343.7084005,37366207.6789048,36178721.3735906,33524808.5941955,37635270.4296,28404020.7988882,10595713.610789,..
Georgia,GEO,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,..,..,..,..,..,..,..,242500000,265300000,82300000,131466678.34,109871635.49,160398660.46,334972290.78,492732940.01,453107292.01,1170292393.25,1877615756.47,1591300325.17,652921300.13,869115645.58,1084349575.57,831254884.45,956323490.47,1749655892.67,1571048773.05,..
Germany,DEU,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,3003918963.2088,4748284117.43115,-2117171191.45652,401340977.28584,7290396144.36025,11985480325.3475,6429188833.9381,12796405656.6205,23635840373.8128,55906671343.5536,247986590494.919,56930659865.426,51222015764.7202,65348359020.9572,-20444719445.6139,59855759874.2003,87441737295.5494,50845049518.8358,30926055579.1302,56668665257.6315,86053684912.306,97480731019.8159,65464274951.493,67407574806.8454,16721265607.2783,52576912740.682,52474196612.3857
Ghana,GHA,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,14800000,20000000,22500000,125000000,233000000,106500000,120000000,81800000,167400000,243700000,165900000,89320000,58930000,136751000,139270000,144970000,636010000,1383177929.85458,2714916343.69978,2372540000,2527350000,3247588000,3294520000,3227000000,3363389444.44444,3192320530.7897,..
Gibraltar,GIB,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,36140000,37110000,88620000,38150000,-5620000,10780000,-21870000,126100000,-162010000,130610000,2007958000,-12276000,-7638000,29172000,217138000,301404000,552282000,2359387000,4179292000,3084491000,710433000,7553871000,952323000,-1081973000,-1106400000,-412017000,..
Greece,GRC,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,1005000000,1135000000,1144000000,977000000,981000000,1053000000,1058000000,984000000,..,567300000,-8200000.00000003,2000000.00000007,34197830.0970491,1407469096.17284,2147448817.27506,689960219.877322,5409239580.64895,1957669988.65975,5733408743.96952,2762586782.18351,533689272.693432,1092091923.76527,1663327172.79259,2945417938.39579,2696796378.89563,1140932301.88741,3068220745.39753
Greenland,GRL,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Grenada,GRD,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,12874074.0740741,15274074.0740741,22581481.4814815,20248148.1481482,19311111.1111111,19977777.7777778,16962962.962963,33500000,48685185.1851852,41551851.8518518,37407407.4074074,58748148.1481481,54488888.8888889,89166666.6666666,65014333.3333333,70157129.6296296,89787148.15,156554796.666667,134832583.333333,102556362.962963,60420861.1111111,42648183.7037037,31489862.962963,74688413.3333333,38242222.2222222,60673333.3333333,..
Guam,GUM,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Guatemala,GTM,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,47700000,90700000,94100000,142500000,65200000,75200000,76900000,84400000,672800000,154600000,-788600000,-936494410.38247,-1016996773.78154,19488617.59936,321400000,540000000,635300000,859200000,751109109.785799,696452714.285715,845598200,1139659133.4,1263638428.66,1353141908,1165765000,1175523400,1164300000
Guinea,GIN,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,17860000,38770000,19690000,2720000,210000,769000,23774000,17301000,17810000,63452427,9942000,1677000,0,78966000,0,105000000,125000000,385900000,381880000,140850000,101350000,956040000,605400000,135330000,68000000,85000000,..
Guinea-Bissau,GNB,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,2020000,2090000,5830000,3300000,430000,40000,1030000,11479108.8785,4407138.2079,730876.6134,702270.8631,395613.596288615,3561035.87856828,4005503.68688217,1915633.35188715,8692468.08975684,17887123.56,18770117.49192,6630074.02775762,18890200,26240200,25024047.388377,6624917.19274534,19639703.7983811,28852724.9375525,18344357.0885113,..
Guyana,GUY,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,7900000,12340000,146610000,69540000,106690000,74420000,59000000,52000000,44000000,46000000,67100000,56000000,43600000,26100000,30000000,76800000,102400000,152400000,178000000,164000000,198000000,246800000,277910000,200558390,237750048.55,116958230,..
Haiti,HTI,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,8000000,-1800000,-2200000,-2800000,-2800000,7400000,4100000,4000000,10760000,30000000,13250000,4400000,5700000,13800000,5900000,26000000,160600000,74500000,29800000,55470000,178000000,119000000,156000000,160377879.375,99000000,109430000,..
Heavily indebted poor countries (HIPC),HPC,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,773824513.813062,477559100.562646,362098823.287007,1162037714.25327,1158677318.94861,1737845701.27824,1973059932.25762,3398950317.45812,4185971309.21125,5226379408.06105,4053000500.04226,4674257275.35392,5861512037.01303,6836152449.28634,7082357643.00105,8155846695.95901,10331562498.4624,16085267535.5628,19519737732.9053,15910902798.2114,21044721904.2405,29624254921.7006,33405769367.8545,35089444751.3526,33179156889.841,29073565921.2362,909952092.600218
High income,HIC,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,175412967564.047,117183877854.322,110854063031.006,150208493378.963,160238497325.495,228091017263.505,249888928633.75,310213608313.791,527688533443.978,807080238441.46,1312763233549.06,635771417443.395,588855261702.7,545893757808.831,789667987750.63,1237983699825.17,1747675312951.69,2542216309381.82,1814508867634.14,932051752464.585,1234378476134.32,1547374480665.3,1450993717278.7,1339494848560.25,1115740458117.39,1541913441488.02,1373718251304.29
Honduras,HND,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,43500000,52100000,47600000,26700000,34800000,50000000,90900000,121500000,99000000,237300000,349978000,309826700,287314900,390166272.910663,592320092.945897,601059572.180071,717591908.2,966926354.327952,1200798087.04613,494497450.521717,484836872.572117,1042571020.7703,1067550208.43822,1069029263.15978,1294065691.43779,1316679827.33597,..
"Hong Kong SAR, China",HKG,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,..,..,..,..,..,..,..,..,14765019796.8669,24577828057.7074,70495739305.8458,31291719644.6149,6747855220.81764,18567357065.2331,22194238604.966,40963127270.6954,44901793968.8764,62121011424.0703,67035187587.6672,54275707074.2544,82709142976.2978,96135081265.0953,74887135901.3219,76857453417.8737,129847455921.475,181047431127.246,117109696832.251
Hungary,HUN,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,553808992.0373,1462141210.2598,1479165393.92739,2349715110.57644,1144083870.1178,4804151332.43275,3288936448.51943,4154801370.82929,3343000955.27165,3307673094.3683,2747712559.81382,4058819560.69834,3643428379.51995,4157510420.33352,4538099567.15789,8505362816.56334,18678720024.6862,70631297038.9164,75013000490.3306,-2967152013.42159,-20933508134.1745,10506179880.4411,10618888828.859,-3772123439.3159,12961326673.8037,-5309180499.23825,-9039143270.07546
IBRD only,IBD,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,19993927427.3021,28810131502.6805,41422987912.2075,60354574337.2262,82444470923.5738,94079113851.5984,117657742972.145,155186794060.878,156396600102.684,164186629357.474,156850128171.316,164708654034.174,154307544874.291,164589020849.207,228812584572.301,306905214292.961,406987025969.198,557928186589.575,627602885578.504,424735752434.759,627309546538.59,731339770641.191,661645262876.135,721456682306.712,678254301920.053,631197862337.679,407582593258.138
Iceland,ISL,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,22144863.1334079,18463875.8136652,-13030958.5154623,211107.992701218,-1372728.11670592,-9311845.69712894,83362474.7841335,147815825.634689,149750279.516276,65401658.6889091,174215909.25551,181000639.094499,77079208.6348659,153985166.236842,556559342.711388,2641083179.83936,3190006185.12411,3129473540.07622,-220811867.508479,-382126777.049687,-93134840.8250658,137129517.302355,238744156.795525,472623705.707842,766784288.746336,1145752087.33361,-1179666057.73249
IDA & IBRD total,IBT,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,21994449564.9891,31103064005.3895,44237680221.8732,64808521993.5548,86817301258.2819,98855951998.2586,123391980236.68,162066756629.969,163363406814.316,171724878655.259,163480621429.055,171743331409.232,163279477331.022,175611119848.59,241477545433.022,325469136701.598,431937925229.577,595113547295.107,671541305824.564,460571682447.308,666524245177.099,784030931388.647,714191262342.874,773682512523.024,729270408261.05,680289409697.985,409413612364.07
IDA blend,IDB,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,1021622318.18724,1237385051.35719,1516960486.6275,2393017229.43011,2688205090.50044,2724126176.14234,3244187559.51437,3116005792.60052,2856267207.94325,2909344781.40162,2176012093.61143,1838960036.29607,3877322790.48375,3901930141.32792,3891118767.55675,9242855587.3474,12053359167.1196,17748093172.4285,18849137072.9208,15727439552.7758,13831466658.7727,20118113835.3421,16590931593.8894,14547253355.8022,15941401958.7922,10176051380.0129,249071094.04786
IDA only,IDX,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,978899819.499771,1055547451.3518,1297731823.03817,2060930426.89852,1684625244.20769,2052711970.51784,2490049705.02027,3763956776.49135,4110539503.68875,4628904516.38358,4454481164.12797,5195717338.76144,5094609666.24738,7120168858.05553,8773842093.16396,9321066821.28999,12897540093.2587,19437267533.1038,25089283173.1391,20108490459.7732,25383231979.7369,32573046912.1143,35955067872.8502,37678576860.5096,35074704382.2046,38915495980.2928,1581948011.88385
IDA total,IDA,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,2000522137.68701,2292932502.70899,2814692309.66567,4453947656.32863,4372830334.70813,4776838146.66017,5734237264.53464,6879962569.09187,6966806711.632,7538249297.7852,6630493257.73939,7034677375.05751,8971932456.73113,11022098999.3834,12664960860.7207,18563922408.6374,24950899260.3783,37185360705.5324,43938420246.0599,35835930012.549,39214698638.5096,52691160747.4563,52545999466.7396,52225830216.3118,51016106340.9968,49091547360.3058,1831019105.93171
India,IND,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,236690000,73537638.388533,276512438.973893,550370024.929383,973271468.722874,2143628110.28392,2426057021.91092,3577330042.34586,2634651657.77141,2168591054.37925,3584217307.18756,5128093561.62688,5208967106.27894,3681984671.43429,5429250989.85717,7269407225.61438,20029119267.1396,25227740886.6819,43406277075.8109,35581372929.6642,27396885033.7838,36498654597.8589,23995685014.2142,28153031270.3203,34576643694.1383,44009492129.5319,..
Indonesia,IDN,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,1093000000,1482000000,1777000000,2004000000,2109000000,4346000000,6194000000,4677000000,-240800000,-1865620963.49087,-4550355285.71428,-2977391857.14286,145085548.722222,-596923827.786241,1896082770,8336257207.64285,4914201435.40071,6928480000,9318453649.82664,4877369178.43651,15292009410.5099,20564938226.7185,21200778607.8727,23281742361.5305,25120732059.5134,19779127976.9576,3761972280.60032
"Iran, Islamic Rep.",IRN,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,-361950000,22590000,8500000,207550000,2000000,17000000,26000000,53000000,24000000,35000000,193575000,408118760,3519380360,2877481500,3037299840,2889191670,2317538500,2017791750,1979988010,2983421910,3648972410,4276718690,4661734400,3049945000,2105494000,2050000000,..
Iraq,IRQ,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,420000,-3000000,7780000,810000,-30000,2400000,-3899260.3521,1120000,7110000,-6900000,-32000,-6656000,-326000,1000000000,300000000,515300000,383000000,971800000,1855700000,1598300000,1396200000,2082000000,3400000000,5131400000,4781800000,3316300000,..
Ireland,IRL,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,627433373.661392,1356768989.64331,1441705345.01734,1121164197.3412,838327712.831866,1446529264.17961,2617948456.48251,2742865098.58889,11034674874.8792,18322769074.4639,25501012792.2023,9572506272.24899,29477434763.1211,22410807389.035,-10994234313.2414,47028464779.1666,22080936155.176,59941052659.7903,23258563614.0438,53935264225.1133,37763638573.1618,23664918434.7125,40961642315.2272,49960134752.2324,86765614578.4911,203463366382.001,79163353503.4151
Isle of Man,IMN,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Israel,ISR,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,151000000,345600000,588500000,604900000,441600000,1350300000,1397100000,1633800000,1737400000,4150000000,8047500000,1771300000,1582500000,3322000000,2946900000,4818400000,15295500000,8798100000,10874100000,4438100000,5509600000,8727600000,8467600000,12448100000,6738000000,11510200000,12323700000
