Country Name,Country Code,Series Name,Series Code,1990 [YR1990],1991 [YR1991],1992 [YR1992],1993 [YR1993],1994 [YR1994],1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016]
Italy,ITA,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,6410685449.35952,2400685993.41399,3104520913.5432,3748776013.26658,2199180295.33475,4841781425.99734,3545881094.09677,3699857611.80497,2634605953.58008,6942860356.75345,13176403310.8984,14873909552.7108,17216956813.3538,19552932110.9414,20086849958.4175,36777786838.5297,56964903121.093,65987320735.5399,-9500316172.95794,16574423267.733,9937474797.02774,34443576599.8205,34812127.5551014,19530574590.5205,17028003371.6525,13005637732.7012,27695558556.0407
Jamaica,JAM,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,137900000,133200000,142400000,77900000,129700000,147400000,183700000,203300000,369100000,523700000,419600000,576500000,443800000,683500000,559365888.026738,637901995.872958,842342788.336148,811902426.322257,1376602630.06182,485164640.147181,185775630.598887,172757165.409787,413333448.071632,544747561.767059,582148741.614112,924977863.710038,790449854.205363
Japan,JPN,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,1777361196.1055,1285720114.7582,2759977744.10133,118698479.545512,911689479.395353,39332003.2756078,207641498.396358,3200076742.37051,3268105339.09923,12308393448.1354,10688168325.6084,4926033619.18462,11557373873.9419,8771535612.31506,7527948175.22325,5459618342.94079,-2396909736.30508,21631204435.6847,24624845329.5648,12226471578.7439,7440979284.16286,-850717035.068239,546962692.190728,10648441636.2071,19752249424.0871,5585489705.9479,34904736087.7881
Jordan,JOR,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,37646775.3107837,-11887398.0426124,40722566.9809784,-33548530.1487944,2854731.793423,13308089.2065636,15514809.5909732,360930888.575458,310014104.372355,157968970.380818,913258110.014104,273628171.251894,238222874.679327,546967559.943583,936812411.847673,1984485190.40903,3544005641.74894,2622144778.84372,2826744496.33301,2413098591.54929,1688394366.19718,1486056338.02817,1513237605.6338,1805638280.09843,2009304225.35211,1274788732.39437,..
Kazakhstan,KAZ,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,..,..,100000000,1271400000,659700000,964200000,1137000000,1321400000,1151400000,1587000000,1370521199.1464,2816823050,2588491060,2483253230,5615262947,2546065710,7611168450,11972842988.7618,16818890680,14275888207.0145,7456117901.08145,13760291528.5034,13648134373.8439,10011293285.3074,7090689354.25121,6584614529.67901,..
Kenya,KEN,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,57081096.1781559,18830976.8357173,6363133.14468109,145655517.114549,7432412.60236849,42289248.4582554,108672931.624341,62096809.7799306,26548245.9700464,51953455.9539555,110904550.399762,5302622.93940566,27618447.058206,81738242.6366212,46063931.4543862,21211685.395223,50674725.1830695,729044146.04372,95585680.233444,116257608.986359,178064606.752108,139862091.096042,163410210.303025,371846696.367752,944327305.005736,1437000004.3704,..
Kiribati,KIR,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,299752.548026759,427651.416059778,406859.823082073,-769774.77967577,431365.118281168,387685.967,538400.1377,512104.9741,439745.4502,451627.4719,721810.265359485,-273476.290963257,249788.10796714,670758.993715586,1953667.95366795,2606016.17448281,568432.866937296,1153047.1018,-1267679.26219092,4995548.97813979,-6602470.86768583,682761.087762885,-3421353.77278105,1173035.62318426,8270650.22182644,1697856.6438032,..
"Korea, Dem. People’s Rep.",PRK,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,-60790000,133770000,1920000,8490000,-660000,-10000,1840000,307370000,30660000,-14880000,11056000,-19693000,5643000,5630000,65035000,-5943000,-236073000,20900000,167971000,8623000,14167000,126001000,221333000,88718000,63271000,82915000,..
"Korea, Rep.",KOR,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,788500000,1179800000,728300000,588100000,809000000,1775800000,2325400000,2844200000,5412300000,9333400000,11509400000,6522300000,5475100000,7010000000,13294400000,13643200000,9161900000,8826900000,11187500000,9021900000,9497400000,9773000000,9495900000,12766600000,9273600000,4104100000,10826600000
Kosovo,XKX,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,53289638.6129271,133823510.191887,369808407.377872,603224093.070722,536790831.642559,408068782.769149,490158213.707258,534965561.187028,293195749.631414,371512479.014547,199793790.641065,343256140.808565,239338811.216106
Kuwait,KWT,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,5600000,800000,35300000,13252115.5345937,10000,6701341.17431203,347351454.621611,19779208.9756995,59063714.1284736,72269842.4517435,16299834.3665164,-111516284.529561,3619441.97735906,-67111499.3383339,23752969.1211401,233904109.589041,121305596.280329,111535690.174729,-5951752.85941426,1113588046.64934,1304627500.01185,3259067552.4562,2872588962.21562,1433630444.12308,485806657.75508,284647623.805362,274759978.818484
Kyrgyz Republic,KGZ,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,..,..,..,10000000,38178000,96090000,47238000,83820000,109228485,44412800,-2360124.96095706,5006732.8770432,4661963.54471303,45544627.8,175458810.076826,42565248.3,182022902.5,207919477.6,376992152.1,189377400,402403900,701295200,324400300,640167700,352896700,1139260400,..
Lao PDR,LAO,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,6000000,6900000,7800000,29900000,59200000,95100000,159800000,86300000,45300000,51608266.5602,33890000,23904284.1333334,4451297.0311068,19484000.8001107,16917263,27720000,187310641,323520000,227770000,318598209.09,278805903.12,300743507.13,294375016,426667686.175,913243369.807065,1079144682.35334,..
Late-demographic dividend,LTE,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,12528739929.4343,16586079014.3261,28714139392.8983,47604686928.4418,56693272706.5086,64949447346.9111,85189405599.3898,109364049198.148,125776211008.204,126142746183.716,140279785653.284,117505453569.016,138837494109.158,148108839092.154,172042936092.176,279201621939.527,338289166328.615,480543236556.001,480796114696.246,367435286017.581,560516706554.521,605088532866.639,620243218403.013,606153544683.25,616634631508.745,662225720228.081,429501601651.486
Latin America & Caribbean,LCN,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,8388070237.49505,13145788056.5608,14783147225.6292,14296916550.639,29189781137.7126,30674732457.1408,45602018373.5072,70298632309.8726,79043944558.7213,95839291325.6312,95442349022.2379,80229757766.17,61478135701.4731,52642980078.2557,106617260322.181,82296382605.2123,105648387661.331,192360864085.77,221993371031.338,154940333296.888,237474430531.406,285865329382.882,286603540388.342,325002790337.054,273729253995.086,254726231474.715,147385387307.795
Latin America & Caribbean (excluding high income),LAC,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,7293083086.90048,11862857535.9975,13620430335.1337,12274577524.4573,25466633510.9783,27046913358.7748,38823397239.9768,60287278065.5017,68867223680.5425,78984648777.6442,73634700538.9175,67131696155.8884,51837409651.0791,39750527271.5544,60147923172.8248,69017734574.3663,66882510750.2054,114907247755.535,124296139424.503,75228915505.3012,153343827774.266,180407577476.888,171804286422.79,170786874091.74,171568571651.802,161174796839.896,135086232649.945
Latin America & the Caribbean (IDA & IBRD countries),TLA,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,8214627444.19896,12963479453.2089,14777890465.8527,13818589511.5329,28759545495.2545,30511403183.3978,44184739099.7642,66727040522.1631,74443609139.7269,88733794565.8546,79576371983.1318,72663445140.4717,55720621734.9926,45262813541.9428,68482568646.2032,78623567515.2162,77401945144.3919,131131545486.463,148202996861.147,91718046603.3921,172450597989.92,207700607388.827,203265944232.935,194029961710.097,198911613168.35,183651124408.414,147311663739.385
Latvia,LVA,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,..,..,29405300,45123000,214453000,179618000,381694000,521053000,356900000,347600000,324227514.251283,173485503.256379,159978989.567442,316335164.097667,591016370.929425,810406848.732187,1704978769.68467,2713740044.9203,1432688544.37671,-32391422.0913188,435492262.776266,1500490481.22611,1078662408.44526,989503245.98639,1083404284.49443,763404471.392912,177856565.46421
Least developed countries: UN classification,LDC,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,476717020.221441,1513252601.68438,1505988278.91947,1873012330.87795,1040044592.63507,1776047612.87036,1917319833.03566,3088404794.76096,4080382820.99804,5583882462.75615,3801637309.59604,6058364118.04414,5916374186.61067,9370002682.82976,8837274715.41338,5807140386.17512,9125567609.83719,12620075893.8561,18631755292.906,15134456189.9462,15471406935.4257,21993467896.392,22236565277.7173,23343067254.545,29508708737.8498,40026216437.0284,116140690.667743
Lebanon,LBN,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,..,..,..,..,..,..,..,..,..,..,993475000,1453907000,1335970000,2860020313.18818,1898780570.45821,2623502612.40255,2674534372.19901,3375980757.8597,4333045470.38383,4803602660.45614,4279880834.52716,3490150694.29049,3158596487.50303,2700725675.75766,2906102525.89648,2341880814.10361,..
Lesotho,LSO,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,17080426.4174278,7467681.95586848,2667301.85083863,14977904.569427,18735210.4893417,275342824.155148,287495126.732305,268141389.061612,264796034.639933,163340657.21605,32403928.0879326,29695245.8764433,28391254.961737,43948139.9839825,55671430.9384429,27441449.2287924,24322286.6909769,75616001.7238195,11009973.0619522,91349553.1016211,9507301.29575922,61173319.2085146,56653435.2330933,50429031.3406278,94460146.9805725,113219241.034369,80434059.6475407
Liberia,LBR,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,225240000,8410000,-10850000,-53620000,17380000,4600000,-132130000,213820000,190310000,256260000,20800000,8300000,2800000,372220000,75351731.6495429,82802111.4380609,107856671.533941,131637661.595465,283536077.408015,127803424.522852,452342327.622427,1312748380.13623,646600000.000001,700267800,720075739.181952,721033135.436906,..
Libya,LBY,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,158911104.554973,91903803.1080736,99093118.9194453,58152864.1986836,-72624307.4611704,-88486065.3924703,-111721670.754033,-67915602.7333997,-127894074.619937,-128069471.477123,141000000,-133000000,145000000,143000000,357000000,1038000000,2064000000,4689000000,4111300000,1371000000,1784000000,..,1425000000,702000000,50000000,725667000,..
Liechtenstein,LIE,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Lithuania,LTU,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,..,..,..,30175186.8400218,31304837.6374329,72557500,152400000,354502500,925525000,486457500,380272500,442400000,660790497.921648,217398839.893754,796137342.126714,845877871.677084,2067073984.69221,2293483538.57534,1907529763.35276,17988257.2364236,865316051.565696,1537976948.4798,575641354.152651,708290850.569122,504472635.102487,970017858.992647,377310445.451649
Low & middle income,LMY,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,20901875308.4954,29824629164.2193,42381126060.1512,61394977403.1703,81503551778.91,91701324710.7646,113194117220.35,150513609691.657,150678324129.239,153365731637.467,147191725567.87,159485589362.526,154313974555.884,162852751816.063,218021016301.604,302972583407.26,396254128754.586,549148320334.69,627906050478.256,426995395779.107,627629994062.004,737048576115.646,673555974951.713,748910063146.66,678266324551.678,643649478322.05,383003181274.629
Low income,LIC,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,476557298.548804,367388439.456631,200411013.567109,105715823.539693,428042923.495281,683202791.43722,650500043.301653,1799995939.68367,1994126748.84841,2002736193.48586,1647032609.13997,2443750918.90603,2619637687.23279,3388064384.19275,3356699943.60479,3290260973.73628,3557619144.65759,6655677858.07456,8974019034.30679,7328148924.19569,11150675514.4173,17258753880.4155,19301209722.4783,18976246645.5268,17356104561.8228,16791140696.3304,..
Lower middle income,LMC,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,4232864495.40672,6061411994.579,7465143656.05821,11457613233.4023,13325695929.2482,16087142066.1392,20002438599.4899,21180390387.6688,18750026482.0329,14813649824.1596,11719429689.6071,13054257740.367,19606884238.751,21818428770.1785,27868212150.3335,52156849468.5046,78719916317.4231,105212706655.083,133224053039.315,101155438540.825,96539908269.0643,114428995716.172,104633164000.559,110098298733.962,127101012078.093,142350829997.738,17833142127.53
Luxembourg,LUX,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,..,..,..,..,..,..,..,..,..,..,..,..,4243174364.5005,4291105683.30335,5179643438.68927,4644769483.41036,32219534640.6721,-29679425810.0454,7117112828.21255,27255154248.9126,39128528763.1863,8843156716.78101,143003092661.642,15371256268.5967,12073272825.451,24595772903.0598,..
"Macao SAR, China",MAC,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,480000,10720000,-19500000,-3600000,3480000,2190000,5940000,2310000,-17890000,9420000,-790000,160004979.14981,393961071.024012,506111200.953585,771496386.166368,1775023637.88001,2916866632.75466,5357705782.91685,3982611127.76312,-412628142.371367,3629274388.55484,1759357294.74062,3565735906.12656,3715482842.33708,2362348381.00774,337910872.733715,..
"Macedonia, FYR",MKD,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,..,..,..,..,24000000,9490000,11210000,15740000,150482085.6,88406156.42024,217507099.15808,469570706.3984,114193471.4194,119041753.232,309137638.54,145329601.532,427444589.2688,733466879,611688378.605769,259530321.486,301441681.708,507920732.789,337911248.192572,402458309.805886,60879915.45137,296604200.381223,573060169.307438
Madagascar,MDG,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,22387360.4554662,13681239.6478075,21132352.1522202,15357022.02314,5728097.91776414,9710167.97434065,10161891.7977257,14005421.1259566,16635429.8022046,58385285.9149158,82952580.7054988,93059223.9999997,14661798.0720597,12874087,52910748,85428623.9021932,294681941.542683,789389724.084497,1134497642.42091,1293330142.26094,809707320.349728,738462648.973604,810503138.631303,566545549.893312,350652561.706165,517455239.367937,..
Malawi,MWI,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,23300000,-28700000,-7100000,8000000,24992617.8909746,5643045.57927183,15797661.1266005,14868714.3613082,12104230.402425,58528206.2830455,25999996.3612226,19299991.0892369,5899999.35886242,65885630.0222282,107811374.012919,139696707.383179,35561531.6293568,124388838.697469,195424461.064924,49130854.8429207,97010028.4484276,812753754.648122,-8886001.77999776,451360605.697139,598087746.648762,518691526.886439,..
Malaysia,MYS,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,2332455289.06142,3998448522.46006,5183358086.40239,5005642759.8826,4341800916.32297,4178239335.03811,5078414947.87739,5136514575.67472,2163401815.57573,3895263157.89474,3787631578.94737,553947368.421053,3192894736.8421,3218947368.42105,4376052631.57894,3924786634.73868,7690731245.66746,9071369834.83859,7572512432.33634,114664434.562276,10885614182.2081,15119371191.19,8895774251.02491,11296278695.655,10619431769.7803,10962721673.1164,..
Maldives,MDV,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,5600000,6500000,6600000,6900000,8742866.2011335,7230710.76205489,9315251.94973543,11408883.3989708,11517966.6239708,12322250,22312447.8248753,20541053.2565792,24718599.7690471,31774435.5684086,52933701.7280929,52991121.0580686,63826812.8939882,132432080.785582,181255431.772407,157963586.774204,216468945.675274,423530663.953749,227976866.718899,360816336.210787,333375218.034333,298720359.512138,..
Mali,MLI,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,5729716.32402686,1205216.85000779,-21874496.9945478,4061271.09744008,17416999.6681669,111429781.431379,44793062.5367046,62986001.5641544,8868521.50557074,2178011.84110987,60181780.6839891,208815769.599649,-12312977.4012381,72355432.3644571,84840599.6359506,160218206.819051,148195574.128707,206064771.413548,266432781.925687,646609200.601481,371569832.607507,556147161.584486,397865237.155587,307853389.344622,144023010.605531,152941330.628117,..
Malta,MLT,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,45794392.5233645,76982451.2556362,39542418.7631301,56441543.4034257,151693045.263198,129193330.646902,293183485.178969,82267806.5050814,283173773.333973,857406992.742175,743185324.698102,416889166.287732,-497796507.906789,911474591.335865,7463261948.30389,21812521210.4606,25024123091.2521,35597484910.6593,14837415221.143,1444129815.27233,9246747159.72849,7801381378.1012,3324836752.35696,577430772.153279,322081890.623291,2921620673.21188,2451065362.23962
Marshall Islands,MHL,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,10,10,10,10,10,10,10,10,10,10,125783000,250940000,-70431000,136924000,3450000,3279622.36154915,1876761.72458854,6987311.9877883,5694746.71577748,14649434.9564544,-9356673.13181814,-4380881.13767906,21373811.8080675,32548149.3245913,9047685.07797494,-53714000,..
Mauritania,MRT,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,6736220.52128174,2269792.03742309,7549402.91347201,16091938.1652376,2079708.67893992,6989378.50785374,-435540,-3329920,132643.000207807,15119460,40096000,76700000,67340352.3233691,101957951.56446,404102025.739725,811869181.404598,154601638.123604,139372822.299652,342770661.99838,-3072044.39599643,130528391.338703,588749564.239928,1386098850.60853,1126004759.602,502589833.81816,501726765.733819,..
Mauritius,MUS,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,41040223.904697,17377628.5393475,14714189.7155953,14732526.727495,19988456.0634434,18692860.9567486,36661330.282556,55277851.5405021,12170393.8497832,49353190.6361287,265641239.441185,-27675565.7136838,32073116.0847954,62630665.276514,13894736.4049872,41776995.78,106758059.108919,340763853.7,377724738.06254,256680711.8,429958030.690869,433358879.676723,589018302.828619,293341671.715296,418430127.752959,208290139.453356,..
Mexico,MEX,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,2549000000,4742000000,4393000000,4389000000,10972500000,9526290000,9185600000,12829800000,12756764558,13880522690,18382284821,30060020323,24055125415,18223514102,24916054094,26018159827,21147598685,32457165592,29381454305,18111810084,27262839557,24706234983,21060805585,47536863557,27507943844,33181269654,26738609737
"Micronesia, Fed. Sts.",FSM,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,..,..,..,..,..,..,-70790000,0,-220000,-890000,..,-230000,0,0,0,40000,590000,16690000,-5300000,600000,800000,800000,1000000,800000,20209300,800000,..
Middle East & North Africa,MEA,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,2632204245.84202,2552472086.94113,4097234022.7678,5174917797.62865,3861010898.41354,1488885867.72981,5014317659.18974,7767800040.40907,9890994368.12584,5837136699.12643,12186278134.9266,8163299926.79765,9581414675.87379,20255305654.0429,32800313658.4138,73129405134.096,109954908023.26,126453632975.261,114355274009.091,83675082866.558,86092545626.4388,62774425478.8834,61339142359.2737,58611042922.3406,52640518343.2503,49206272004.0445,25594238673.6838
Middle East & North Africa (excluding high income),MNA,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,719866607.139132,1145954169.89682,2370616628.67519,2792751544.91042,2439356879.70549,907067229.781223,1356007506.44577,1947942194.03785,2641475800.7237,1914645359.29123,5069527320.6219,4502066626.20158,8061785423.6563,11252905029.0747,10521887306.371,18170935378.7652,30379633372.3426,33637747266.4627,35606364312.7971,29219598629.8057,25932821028.1303,16177488832.0149,23011638879.6043,24035321919.003,22769339266.5121,20637112634.5644,2318278900.39124
Middle East & North Africa (IDA & IBRD countries),TMN,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,719866607.139132,1145954169.89682,2370616628.67519,2792751544.91042,2439356879.70549,784467229.781223,1178807506.44577,1784942194.03785,2423322696.01609,1726013577.32133,5007521838.7942,4482890225.53358,8052345423.6563,11240033029.0747,10501367306.371,18134693378.7652,30361045412.3426,33618151266.4627,35554856312.7971,28919130629.8057,25752879980.3378,15938648141.4597,22948653513.4984,23845761741.9634,22609627601.1734,20517185949.0156,2318278900.39124
Middle income,MIC,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,20425318009.9466,29457240724.7627,42193715046.5841,61433448059.7842,81189949729.7915,91126175058.9921,113036145359.704,149254749555.659,149625027942.564,152815381722.055,146602474213.454,158027006506.639,152650970295.904,161293040406.845,215958401879.969,301477640053.651,395996547701.627,547062756835.475,624121341252.753,422867450892.08,617903426875.705,721207422494.714,655719865273.763,730871126260.72,664870077726.583,627017306363.335,383003181274.629
Moldova,MDA,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,..,..,17000000,14000000,11568000,25910000,23740000,78740000,75500000,37890000,127540000,54540000,84050000,73750000,87690000,190700000,258680000,536020000,726610000,135150000,211990000,347930000,282580000,290460000,349930000,234410000,124390000
Monaco,MCO,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Mongolia,MNG,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,..,11120000,2000000,7700000,6900000,9800000,15900000,25000000,18900000,30400000,53700000,43000000,77794000,131500000,92900000,187620000,245460000,372759900,844697949.479072,623609218.24768,1691421731.58406,4571161962.80891,4272473222.93625,2059702972.91978,337768268.083171,94319767.4741563,..
Montenegro,MNE,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,..,..,..,..,..,..,..,..,..,..,..,..,71890077.351654,49431493.5995684,65376568.3882463,500611848.977765,622001628.319206,937515441.421656,975105642.324132,1549312934.57463,758407499.531761,556257883.119143,618367296.036318,446490330.272441,496835255.407952,699736511.121924,226666592.431145
Morocco,MAR,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,165122977.794539,317462140.572328,422470462.497987,491466064.599827,550924373.94834,92386207.5237384,76412286.3537045,3568764.49373233,11869540.2175684,2651865.40457141,220739724.493672,143838237.27823,79160963.953813,2312682906.91975,787053818.994982,1619752454.25656,2366000096.39078,2806642140.67829,2466288357.37234,1970323920.01346,1240625859.11404,2521362080.65559,2841954371.38455,3360909924.36421,3525625590.44221,3252913902.35596,2318278900.39124
Mozambique,MOZ,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,9200000,22500000,25300000,32000000,35000000,45000000,72500000,64400000,212700000,381700000,139200000,255416251,347584940,336698815,244703873.36,122413755.58,251141650.25,416689348.42081,641399415.784251,930100407.78,1258453096.82496,3663937118.45157,5635092658.61842,6697422432.4601,4998799334.35621,3868353884.95,..
Myanmar,MMR,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,162787693.239277,240411146.570132,173339723.692503,105745339.036241,126910312.058093,279922221.854349,313412874.305544,390813529.144054,317833772.603796,255617520.187609,254789765.469467,208303564.372066,150511225.813866,248882510.026366,211364294.975748,234904379.027598,275812653.011391,709922015.309805,863880447.312828,1078972200.98264,901133534.876797,2519813313.27459,1333856137.27031,2254603965.49345,2175015283.77713,4083839111.71186,..
Namibia,NAM,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,29567264.7220339,120449858.129188,118232231.782392,55267528.1671983,97977966.4573084,153015438.01703,128693897.273987,90972979.0142207,96232390.3694651,1592530.09997038,196350763.262587,379336366.387133,147535758.471972,65110887.1077804,223561311.215728,392757950.095606,609772318.540092,669789340.799415,749771454.743487,496965839.688552,766949499.221338,744486716.751008,1077257170.67202,853430352.692221,405454698.164731,1059869870.23399,..
Nauru,NRU,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,..,..,..,..,..,..,..,..,..,..,1000000,1000000,2882000,2129000,1000000,1000000,1000000,2737000,1465000,1389000,0,0,0,0,0,0,..
Nepal,NPL,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,5940000,2220000,..,..,..,..,19160171.0939681,23056467.765552,12024659.8985728,4350000,-484827,20850000,-5952541.12704633,14778085.6065136,-417346.383904296,2451784.70709983,-6647983.90370767,5741706.05320872,995123.930669506,38271269.9748302,87741711.6305985,94022157.1167852,91996607.2504472,74244986.7706964,30403267.3342737,51895699.9282915,..
Netherlands,NLD,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,10675649732.6247,5623819474.59132,6186517513.00716,6380304064.2108,7126515355.23354,12206170578.6541,16604370594.2964,11033361089.8674,37618898706.316,41167755932.2744,63118802015.6061,51979626671.636,25457149404.5176,20440751399.0477,139818464863.608,209981017489.959,375135934195.319,734010312477.362,195192183842.959,95931335754.4848,115729820336.761,331838461860.777,239754925928.956,328683686654.696,101393606621.904,129749720759.472,80802662948.8909
New Caledonia,NCL,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,31350000,3300000,-200000,20000000,40000,710000,-860000,10000000,20000,4460000,-40626091.7634052,103041207.684942,59055445.6614436,116048161.873983,27480195.7306092,-6738759.00139891,749088411.734889,417453934.436208,1746369905.06476,1182295527.61516,1439085573.36548,1758141868.63992,2682824680.90753,2168113323.83381,1797318131.24196,1879148054.72822,..
New Zealand,NZL,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,1735087581.18521,1289798130.68474,1934131390.70885,2395941412.15469,2496120601.9473,3316447778.2606,2337643247.05253,2466580756.57163,1283024498.79724,1145708993.25987,-1507812033.25805,259321576.79631,2848556986.63851,-3363941288.043,2319819298.42871,1906665963.75812,2912645686.56864,4335506075.93739,2591966537.02926,-52385533.2387357,286306902.9756,1378410924.39878,4004181180.86561,-69519935.4200308,3295679653.58657,-135170838.743686,1526636550.14797
Nicaragua,NIC,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,670000,42000000,15000000,38800000,46700000,88900000,120000000,203400000,218200000,337300000,266500000,150200000,203900000,201300000,250000000,241100000,286800000,381700000,627300000,433900000,489900000,936300000,767700000,815500000,884100000,949900000,887800000
Niger,NER,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,40813210.1234529,15157374.2665685,56390110.9051159,-34351290.4041736,-11258910.5404045,7188242.64249891,9873865.70973618,18171246.4322667,-1023812.49796726,276108.883660457,15728052.1867837,22567709.3910433,7790662.69968806,18487601.8537582,24367537.686604,49733809.247239,40274236.6186146,98942805.391155,281935056.438537,631278387.018506,795859655.973123,1065789606.37607,851019876.215601,719134023.703739,821872313.744526,524979288.190041,..
Nigeria,NGA,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,587882970.628472,712373362.47117,896641282.4724,1345368587.00053,1959219858.15603,1079271551.03804,1593459221.78999,1539445718.14831,1051326216.95199,1004916719.01059,1140137659.78368,1190632023.7346,1874042129.70642,2005390032.50271,1874033034.84085,4982533942.86909,4854416867.46988,6034971231.02599,8196606673.15448,8554840768.97246,6026232041.2843,8841113286.94787,7069934204.80099,5562873605.73813,4655849169.77532,3128591678.86439,..
