Country Name,Country Code,Series Name,Series Code,2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015]
Nauru,NRU,"Railways, goods transported (million ton-km)",IS.RRS.GOOD.MT.K6,..,..,..,..,..,..,..,..,..,..,..,..
Nepal,NPL,"Railways, goods transported (million ton-km)",IS.RRS.GOOD.MT.K6,..,..,..,..,..,..,..,..,..,..,..,..
Netherlands,NLD,"Railways, goods transported (million ton-km)",IS.RRS.GOOD.MT.K6,4331,..,..,..,..,..,..,..,..,..,..,..
New Caledonia,NCL,"Railways, goods transported (million ton-km)",IS.RRS.GOOD.MT.K6,..,..,..,..,..,..,..,..,..,..,..,..
New Zealand,NZL,"Railways, goods transported (million ton-km)",IS.RRS.GOOD.MT.K6,..,..,..,..,..,..,..,..,..,..,..,..
Nicaragua,NIC,"Railways, goods transported (million ton-km)",IS.RRS.GOOD.MT.K6,..,..,..,..,..,..,..,..,..,..,..,..
Niger,NER,"Railways, goods transported (million ton-km)",IS.RRS.GOOD.MT.K6,..,..,..,..,..,..,..,..,..,..,..,..
Nigeria,NGA,"Railways, goods transported (million ton-km)",IS.RRS.GOOD.MT.K6,57.214,76.926,77,77,..,..,..,..,..,..,..,..
North America,NAC,"Railways, goods transported (million ton-km)",IS.RRS.GOOD.MT.K6,1342044.75466945,1528087,1595596.5,1586644,1573192,1344730.5,1395739.5,1389327,1438560,1446944.5,1527635.5,2547253
Northern Mariana Islands,MNP,"Railways, goods transported (million ton-km)",IS.RRS.GOOD.MT.K6,..,..,..,..,..,..,..,..,..,..,..,..
Norway,NOR,"Railways, goods transported (million ton-km)",IS.RRS.GOOD.MT.K6,..,2092,..,..,..,..,..,..,..,..,..,..
Not classified,INX,"Railways, goods transported (million ton-km)",IS.RRS.GOOD.MT.K6,..,..,..,..,..,..,..,..,..,..,..,..
OECD members,OED,"Railways, goods transported (million ton-km)",IS.RRS.GOOD.MT.K6,10373,11490,11540,11500,11566,9681,9606,10365.5,9996,10244,9597,9548.5
Oman,OMN,"Railways, goods transported (million ton-km)",IS.RRS.GOOD.MT.K6,..,..,..,..,..,..,..,..,..,..,..,..
Other small states,OSS,"Railways, goods transported (million ton-km)",IS.RRS.GOOD.MT.K6,..,..,..,..,..,..,..,..,..,..,..,..
Pacific island small states,PSS,"Railways, goods transported (million ton-km)",IS.RRS.GOOD.MT.K6,..,..,..,..,..,..,..,..,..,..,..,..
Pakistan,PAK,"Railways, goods transported (million ton-km)",IS.RRS.GOOD.MT.K6,4796,4796,5907,5907,6187,6187,6187,1757,1757,1757,1090,3301
Palau,PLW,"Railways, goods transported (million ton-km)",IS.RRS.GOOD.MT.K6,..,..,..,..,..,..,..,..,..,..,..,..
Panama,PAN,"Railways, goods transported (million ton-km)",IS.RRS.GOOD.MT.K6,..,..,..,..,..,..,..,..,..,..,..,..
Papua New Guinea,PNG,"Railways, goods transported (million ton-km)",IS.RRS.GOOD.MT.K6,..,..,..,..,..,..,..,..,..,..,..,..
Paraguay,PRY,"Railways, goods transported (million ton-km)",IS.RRS.GOOD.MT.K6,..,..,..,..,..,..,..,..,..,..,..,..
Peru,PER,"Railways, goods transported (million ton-km)",IS.RRS.GOOD.MT.K6,1159.117,1101.449,1164.402,1267.228,627,..,900,900,900,900,900,..
Philippines,PHL,"Railways, goods transported (million ton-km)",IS.RRS.GOOD.MT.K6,0.764,..,..,..,..,..,..,..,..,..,..,..
Poland,POL,"Railways, goods transported (million ton-km)",IS.RRS.GOOD.MT.K6,47847,46060,42651,43548,39200,29940,34266,37189,32904,33256,32017,28720
Portugal,PRT,"Railways, goods transported (million ton-km)",IS.RRS.GOOD.MT.K6,2675,2422,2763,2585,2550,..,1932,2064,2064,2064,2063,..
Post-demographic dividend,PST,"Railways, goods transported (million ton-km)",IS.RRS.GOOD.MT.K6,12378.5,11586,12295.5,15554.5,12512,11888,10898.5,11545,10622.5,10508.5,9734,9873
Pre-demographic dividend,PRE,"Railways, goods transported (million ton-km)",IS.RRS.GOOD.MT.K6,..,..,..,..,..,..,..,..,..,..,..,..
Puerto Rico,PRI,"Railways, goods transported (million ton-km)",IS.RRS.GOOD.MT.K6,..,..,..,..,..,..,..,..,..,..,..,..
Qatar,QAT,"Railways, goods transported (million ton-km)",IS.RRS.GOOD.MT.K6,..,..,..,..,..,..,..,..,..,..,..,..
Romania,ROU,"Railways, goods transported (million ton-km)",IS.RRS.GOOD.MT.K6,15767,16032,14720,13471,12861,8902,9134,13539,11200,9092,10265,10598
Russian Federation,RUS,"Railways, goods transported (million ton-km)",IS.RRS.GOOD.MT.K6,1801600,1801601,1950000,2090337,2400000,1865305,2011308,2127212,2222388,2172685,2298564.1,2304758.6
Rwanda,RWA,"Railways, goods transported (million ton-km)",IS.RRS.GOOD.MT.K6,..,..,..,..,..,..,..,..,..,..,..,..
Samoa,WSM,"Railways, goods transported (million ton-km)",IS.RRS.GOOD.MT.K6,..,..,..,..,..,..,..,..,..,..,..,..
San Marino,SMR,"Railways, goods transported (million ton-km)",IS.RRS.GOOD.MT.K6,..,..,..,..,..,..,..,..,..,..,..,..
Sao Tome and Principe,STP,"Railways, goods transported (million ton-km)",IS.RRS.GOOD.MT.K6,..,..,..,..,..,..,..,..,..,..,..,..
Saudi Arabia,SAU,"Railways, goods transported (million ton-km)",IS.RRS.GOOD.MT.K6,1173,1192,1270,1630,1748,1748,1748,1852,1852,1852,1852,..
Senegal,SEN,"Railways, goods transported (million ton-km)",IS.RRS.GOOD.MT.K6,..,..,384,384,..,..,..,..,..,..,..,..
Serbia,SRB,"Railways, goods transported (million ton-km)",IS.RRS.GOOD.MT.K6,3164,3614,4366,4417,4214,3013,3868,3797,2955,2646,2589,2941
Seychelles,SYC,"Railways, goods transported (million ton-km)",IS.RRS.GOOD.MT.K6,..,..,..,..,..,..,..,..,..,..,..,..
Sierra Leone,SLE,"Railways, goods transported (million ton-km)",IS.RRS.GOOD.MT.K6,..,..,..,..,..,..,..,..,..,..,..,..
Singapore,SGP,"Railways, goods transported (million ton-km)",IS.RRS.GOOD.MT.K6,..,..,..,..,..,..,..,..,..,..,..,..
Sint Maarten (Dutch part),SXM,"Railways, goods transported (million ton-km)",IS.RRS.GOOD.MT.K6,..,..,..,..,..,..,..,..,..,..,..,..
Slovak Republic,SVK,"Railways, goods transported (million ton-km)",IS.RRS.GOOD.MT.K6,9675,9326,9703,9331,9004,6465,7669,7290,7262,6810,6888,6839
Slovenia,SVN,"Railways, goods transported (million ton-km)",IS.RRS.GOOD.MT.K6,3462,3245,3373,3603,3520,2668,3283,3584,3227,3533.75,3847.04,3853.88
Small states,SST,"Railways, goods transported (million ton-km)",IS.RRS.GOOD.MT.K6,..,..,..,..,..,..,..,..,..,..,..,..
Solomon Islands,SLB,"Railways, goods transported (million ton-km)",IS.RRS.GOOD.MT.K6,..,..,..,..,..,..,..,..,..,..,..,..
Somalia,SOM,"Railways, goods transported (million ton-km)",IS.RRS.GOOD.MT.K6,..,..,..,..,..,..,..,..,..,..,..,..
South Africa,ZAF,"Railways, goods transported (million ton-km)",IS.RRS.GOOD.MT.K6,108503,108513,108513,108513,106014,113342,113342,113342,113342,113342,134600,..
South Asia,SAS,"Railways, goods transported (million ton-km)",IS.RRS.GOOD.MT.K6,2845.7495,2846,3362,5907,3528.5,..,6187,1757,1757,1757,1090,..
South Asia (IDA & IBRD),TSA,"Railways, goods transported (million ton-km)",IS.RRS.GOOD.MT.K6,2845.7495,2846,3362,5907,3528.5,..,6187,1757,1757,1757,1090,..
South Sudan,SSD,"Railways, goods transported (million ton-km)",IS.RRS.GOOD.MT.K6,..,..,..,..,..,..,..,..,..,..,..,..
Spain,ESP,"Railways, goods transported (million ton-km)",IS.RRS.GOOD.MT.K6,14117,11586,11540,11064,10224,7348,7844,8019,7507,7393.39,7603.36,7125.98
Sri Lanka,LKA,"Railways, goods transported (million ton-km)",IS.RRS.GOOD.MT.K6,136.9,138,138,..,135,..,..,..,..,..,..,..
St. Kitts and Nevis,KNA,"Railways, goods transported (million ton-km)",IS.RRS.GOOD.MT.K6,..,..,..,..,..,..,..,..,..,..,..,..
St. Lucia,LCA,"Railways, goods transported (million ton-km)",IS.RRS.GOOD.MT.K6,..,..,..,..,..,..,..,..,..,..,..,..
St. Martin (French part),MAF,"Railways, goods transported (million ton-km)",IS.RRS.GOOD.MT.K6,..,..,..,..,..,..,..,..,..,..,..,..
St. Vincent and the Grenadines,VCT,"Railways, goods transported (million ton-km)",IS.RRS.GOOD.MT.K6,..,..,..,..,..,..,..,..,..,..,..,..
Sub-Saharan Africa,SSF,"Railways, goods transported (million ton-km)",IS.RRS.GOOD.MT.K6,..,..,..,..,..,..,..,..,..,..,..,..
Sub-Saharan Africa (excluding high income),SSA,"Railways, goods transported (million ton-km)",IS.RRS.GOOD.MT.K6,..,..,..,..,..,..,..,..,..,..,..,..
Sub-Saharan Africa (IDA & IBRD countries),TSS,"Railways, goods transported (million ton-km)",IS.RRS.GOOD.MT.K6,..,..,..,..,..,..,..,..,..,..,..,..
Sudan,SDN,"Railways, goods transported (million ton-km)",IS.RRS.GOOD.MT.K6,889,756,766,765,766,..,..,925,770,879,..,..
Suriname,SUR,"Railways, goods transported (million ton-km)",IS.RRS.GOOD.MT.K6,..,..,..,..,..,..,..,..,..,..,..,..
Swaziland,SWZ,"Railways, goods transported (million ton-km)",IS.RRS.GOOD.MT.K6,..,..,..,..,..,..,776,862,862,862,862,..
Sweden,SWE,"Railways, goods transported (million ton-km)",IS.RRS.GOOD.MT.K6,13120,13120,11500,11500,11500,..,..,..,..,..,..,..
Switzerland,CHE,"Railways, goods transported (million ton-km)",IS.RRS.GOOD.MT.K6,9313,11394,11695,16736,16227,12460,8725,8747,8110,7779.63,8214.92,8531.85
Syrian Arab Republic,SYR,"Railways, goods transported (million ton-km)",IS.RRS.GOOD.MT.K6,1924,2258,2074.4,2552.4,2370,2370,2370,2206.3,2206,2206,2206,..
Tajikistan,TJK,"Railways, goods transported (million ton-km)",IS.RRS.GOOD.MT.K6,1117,..,1220.1,1274.4,1274,1282,808,703,555,555,554,..
Tanzania,TZA,"Railways, goods transported (million ton-km)",IS.RRS.GOOD.MT.K6,1351,1196,728,..,..,..,..,..,..,..,..,..
Thailand,THA,"Railways, goods transported (million ton-km)",IS.RRS.GOOD.MT.K6,4085,4037,..,..,3161,3161,3161,2455,2455,2455,2455,..
Timor-Leste,TLS,"Railways, goods transported (million ton-km)",IS.RRS.GOOD.MT.K6,..,..,..,..,..,..,..,..,..,..,..,..
Togo,TGO,"Railways, goods transported (million ton-km)",IS.RRS.GOOD.MT.K6,..,..,..,..,..,..,..,..,..,..,..,..
Tonga,TON,"Railways, goods transported (million ton-km)",IS.RRS.GOOD.MT.K6,..,..,..,..,..,..,..,..,..,..,..,..
Trinidad and Tobago,TTO,"Railways, goods transported (million ton-km)",IS.RRS.GOOD.MT.K6,..,..,..,..,..,..,..,..,..,..,..,..
Tunisia,TUN,"Railways, goods transported (million ton-km)",IS.RRS.GOOD.MT.K6,2082,2082,2174,2197,2197,2073,2073,2024,2024,2024.481,2024,..
Turkey,TUR,"Railways, goods transported (million ton-km)",IS.RRS.GOOD.MT.K6,9334,8939,9544,9680,10104,9681,11030,10735,10691,10244,11145,9618
Turkmenistan,TKM,"Railways, goods transported (million ton-km)",IS.RRS.GOOD.MT.K6,..,8670,8670,10441,10973,11547,11992,11992,11992,11992,11992,..
Turks and Caicos Islands,TCA,"Railways, goods transported (million ton-km)",IS.RRS.GOOD.MT.K6,..,..,..,..,..,..,..,..,..,..,..,..
Tuvalu,TUV,"Railways, goods transported (million ton-km)",IS.RRS.GOOD.MT.K6,..,..,..,..,..,..,..,..,..,..,..,..
Uganda,UGA,"Railways, goods transported (million ton-km)",IS.RRS.GOOD.MT.K6,218,..,..,..,..,..,..,..,..,..,..,..
Ukraine,UKR,"Railways, goods transported (million ton-km)",IS.RRS.GOOD.MT.K6,233961,223980,240810,240810,257006,196188,218091,243866,237722,224434,211233,195054
United Arab Emirates,ARE,"Railways, goods transported (million ton-km)",IS.RRS.GOOD.MT.K6,..,..,..,..,..,..,..,..,..,..,..,..
United Kingdom,GBR,"Railways, goods transported (million ton-km)",IS.RRS.GOOD.MT.K6,20570,22110,22180,21200,12512,..,..,19230,..,..,..,..
United States,USA,"Railways, goods transported (million ton-km)",IS.RRS.GOOD.MT.K6,2429484.35577533,2717513,2839124,2820061,2788230,2431181,2468738,2524585,2524585,2541354,2702736,2547253
Upper middle income,UMC,"Railways, goods transported (million ton-km)",IS.RRS.GOOD.MT.K6,6381.5,6766,8449,9049,6861,5371.5,3868,7846,8212,5514.65,8817.95,..
Uruguay,URY,"Railways, goods transported (million ton-km)",IS.RRS.GOOD.MT.K6,296.55,..,..,..,284,..,..,..,..,..,..,..
Uzbekistan,UZB,"Railways, goods transported (million ton-km)",IS.RRS.GOOD.MT.K6,18428,18007,18007,19281,21594,24238,22282,22482,22482,22482,22686,..
Vanuatu,VUT,"Railways, goods transported (million ton-km)",IS.RRS.GOOD.MT.K6,..,..,..,..,..,..,..,..,..,..,..,..
"Venezuela, RB",VEN,"Railways, goods transported (million ton-km)",IS.RRS.GOOD.MT.K6,..,32,81,81,..,..,..,..,..,..,..,..
Vietnam,VNM,"Railways, goods transported (million ton-km)",IS.RRS.GOOD.MT.K6,2682,2928,3447,3881,3910,3807,3901,4101,3959,3733,4251.9,4125.4
Virgin Islands (U.S.),VIR,"Railways, goods transported (million ton-km)",IS.RRS.GOOD.MT.K6,..,..,..,..,..,..,..,..,..,..,..,..
West Bank and Gaza,PSE,"Railways, goods transported (million ton-km)",IS.RRS.GOOD.MT.K6,..,..,..,..,..,..,..,..,..,..,..,..
World,WLD,"Railways, goods transported (million ton-km)",IS.RRS.GOOD.MT.K6,4796,4796,4962.5,7379,4673,..,..,5707.5,..,..,..,..
"Yemen, Rep.",YEM,"Railways, goods transported (million ton-km)",IS.RRS.GOOD.MT.K6,..,..,..,..,..,..,..,..,..,..,..,..
Zambia,ZMB,"Railways, goods transported (million ton-km)",IS.RRS.GOOD.MT.K6,..,..,..,..,..,..,..,..,..,..,..,..
Zimbabwe,ZWE,"Railways, goods transported (million ton-km)",IS.RRS.GOOD.MT.K6,..,..,..,..,1580,..,..,..,..,..,..,..
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
Data from database: World Development Indicators,,,,,,,,,,,,,,,
Last Updated: 09/18/2017,,,,,,,,,,,,,,,
