,Country Name,Country Code,Series Name,Series Code,1990 [YR1990],1991 [YR1991],1992 [YR1992],1993 [YR1993],1994 [YR1994],1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015]
133,Least developed countries: UN classification,LDC,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,476717020.221441,1513252601.68438,1505988278.91947,1873012330.87795,1040044592.63507,1776047612.87036,1917319833.03566,3088404794.76096,4080382820.99804,5583882462.75615,3801637309.59604,6058364118.04414,5916374186.61067,9370002682.82976,8837274715.41338,5807140386.17512,9125567609.83719,12620075893.8561,18631755292.906,15134456189.9462,15471406935.4257,21993467896.392,22236565277.7173,23343067254.545,29508708737.8498,40026216437.0284
135,Lesotho,LSO,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,17080426.4174278,7467681.95586848,2667301.85083863,14977904.569427,18735210.4893417,275342824.155148,287495126.732305,268141389.061612,264796034.639933,163340657.21605,32403928.0879326,29695245.8764433,28391254.961737,43948139.9839825,55671430.9384429,27441449.2287924,24322286.6909769,75616001.7238195,11009973.0619522,91349553.1016211,9507301.29575922,61173319.2085146,56653435.2330933,50429031.3406278,94460146.9805725,113219241.034369
136,Liberia,LBR,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,225240000.0,8410000.0,-10850000.0,-53620000.0,17380000.0,4600000.0,-132130000.0,213820000.0,190310000.0,256260000.0,20800000.0,8300000.0,2800000.0,372220000.0,75351731.6495429,82802111.4380609,107856671.533941,131637661.595465,283536077.408015,127803424.522852,452342327.622427,1312748380.13623,646600000.000001,700267800.0,720075739.181952,721033135.436906
137,Libya,LBY,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,158911104.554973,91903803.1080736,99093118.9194453,58152864.1986836,-72624307.4611704,-88486065.3924703,-111721670.754033,-67915602.7333997,-127894074.619937,-128069471.477123,141000000.0,-133000000.0,145000000.0,143000000.0,357000000.0,1038000000.0,2064000000.0,4689000000.0,4111300000.0,1371000000.0,1784000000.0,87314678053.35448,1425000000.0,702000000.0,50000000.0,725667000.0
140,Low & middle income,LMY,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,20901875308.4954,29824629164.2193,42381126060.1512,61394977403.1703,81503551778.91,91701324710.7646,113194117220.35,150513609691.657,150678324129.239,153365731637.467,147191725567.87,159485589362.526,154313974555.884,162852751816.063,218021016301.604,302972583407.26,396254128754.586,549148320334.69,627906050478.256,426995395779.107,627629994062.004,737048576115.646,673555974951.713,748910063146.66,678266324551.678,643649478322.05
141,Low income,LIC,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,476557298.548804,367388439.456631,200411013.567109,105715823.539693,428042923.495281,683202791.43722,650500043.301653,1799995939.68367,1994126748.84841,2002736193.48586,1647032609.13997,2443750918.90603,2619637687.23279,3388064384.19275,3356699943.60479,3290260973.73628,3557619144.65759,6655677858.07456,8974019034.30679,7328148924.19569,11150675514.4173,17258753880.4155,19301209722.4783,18976246645.5268,17356104561.8228,16791140696.3304
142,Lower middle income,LMC,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,4232864495.40672,6061411994.579,7465143656.05821,11457613233.4023,13325695929.2482,16087142066.1392,20002438599.4899,21180390387.6688,18750026482.0329,14813649824.1596,11719429689.6071,13054257740.367,19606884238.751,21818428770.1785,27868212150.3335,52156849468.5046,78719916317.4231,105212706655.083,133224053039.315,101155438540.825,96539908269.0643,114428995716.172,104633164000.559,110098298733.962,127101012078.093,142350829997.738
144,"Macao SAR, China",MAC,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,480000.0,10720000.0,-19500000.0,-3600000.0,3480000.0,2190000.0,5940000.0,2310000.0,-17890000.0,9420000.0,-790000.0,160004979.14981,393961071.024012,506111200.953585,771496386.166368,1775023637.88001,2916866632.75466,5357705782.91685,3982611127.76312,-412628142.371367,3629274388.55484,1759357294.74062,3565735906.12656,3715482842.33708,2362348381.00774,337910872.733715
146,Madagascar,MDG,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,22387360.4554662,13681239.6478075,21132352.1522202,15357022.02314,5728097.91776414,9710167.97434065,10161891.7977257,14005421.1259566,16635429.8022046,58385285.9149158,82952580.7054988,93059223.9999997,14661798.0720597,12874087.0,52910748.0,85428623.9021932,294681941.542683,789389724.084497,1134497642.42091,1293330142.26094,809707320.349728,738462648.973604,810503138.631303,566545549.893312,350652561.706165,517455239.367937
147,Malawi,MWI,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,23300000.0,-28700000.0,-7100000.0,8000000.0,24992617.8909746,5643045.57927183,15797661.1266005,14868714.3613082,12104230.402425,58528206.2830455,25999996.3612226,19299991.0892369,5899999.35886242,65885630.0222282,107811374.012919,139696707.383179,35561531.6293568,124388838.697469,195424461.064924,49130854.8429207,97010028.4484276,812753754.648122,-8886001.77999776,451360605.697139,598087746.648762,518691526.886439
148,Malaysia,MYS,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,2332455289.06142,3998448522.46006,5183358086.40239,5005642759.8826,4341800916.32297,4178239335.03811,5078414947.87739,5136514575.67472,2163401815.57573,3895263157.89474,3787631578.94737,553947368.421053,3192894736.8421,3218947368.42105,4376052631.57894,3924786634.73868,7690731245.66746,9071369834.83859,7572512432.33634,114664434.562276,10885614182.2081,15119371191.19,8895774251.02491,11296278695.655,10619431769.7803,10962721673.1164
149,Maldives,MDV,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,5600000.0,6500000.0,6600000.0,6900000.0,8742866.2011335,7230710.76205489,9315251.94973543,11408883.3989708,11517966.6239708,12322250.0,22312447.8248753,20541053.2565792,24718599.7690471,31774435.5684086,52933701.7280929,52991121.0580686,63826812.8939882,132432080.785582,181255431.772407,157963586.774204,216468945.675274,423530663.953749,227976866.718899,360816336.210787,333375218.034333,298720359.512138
150,Mali,MLI,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,5729716.32402686,1205216.85000779,-21874496.9945478,4061271.09744008,17416999.6681669,111429781.431379,44793062.5367046,62986001.5641544,8868521.50557074,2178011.84110987,60181780.6839891,208815769.599649,-12312977.4012381,72355432.3644571,84840599.6359506,160218206.819051,148195574.128707,206064771.413548,266432781.925687,646609200.601481,371569832.607507,556147161.584486,397865237.155587,307853389.344622,144023010.605531,152941330.628117
151,Malta,MLT,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,45794392.5233645,76982451.2556362,39542418.7631301,56441543.4034257,151693045.263198,129193330.646902,293183485.178969,82267806.5050814,283173773.333973,857406992.742175,743185324.698102,416889166.287732,-497796507.906789,911474591.335865,7463261948.30389,21812521210.4606,25024123091.2521,35597484910.6593,14837415221.143,1444129815.27233,9246747159.72849,7801381378.1012,3324836752.35696,577430772.153279,322081890.623291,2921620673.21188
152,Marshall Islands,MHL,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,125783000.0,250940000.0,-70431000.0,136924000.0,3450000.0,3279622.36154915,1876761.72458854,6987311.9877883,5694746.71577748,14649434.9564544,-9356673.13181814,-4380881.13767906,21373811.8080675,32548149.3245913,9047685.07797494,-53714000.0
153,Mauritania,MRT,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,6736220.52128174,2269792.03742309,7549402.91347201,16091938.1652376,2079708.67893992,6989378.50785374,-435540.0,-3329920.0,132643.000207807,15119460.0,40096000.0,76700000.0,67340352.3233691,101957951.56446,404102025.739725,811869181.404598,154601638.123604,139372822.299652,342770661.99838,-3072044.39599643,130528391.338703,588749564.239928,1386098850.60853,1126004759.602,502589833.81816,501726765.733819
154,Mauritius,MUS,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,41040223.904697,17377628.5393475,14714189.7155953,14732526.727495,19988456.0634434,18692860.9567486,36661330.282556,55277851.5405021,12170393.8497832,49353190.6361287,265641239.441185,-27675565.7136838,32073116.0847954,62630665.276514,13894736.4049872,41776995.78,106758059.108919,340763853.7,377724738.06254,256680711.8,429958030.690869,433358879.676723,589018302.828619,293341671.715296,418430127.752959,208290139.453356
155,Mexico,MEX,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,2549000000.0,4742000000.0,4393000000.0,4389000000.0,10972500000.0,9526290000.0,9185600000.0,12829800000.0,12756764558.0,13880522690.0,18382284821.0,30060020323.0,24055125415.0,18223514102.0,24916054094.0,26018159827.0,21147598685.0,32457165592.0,29381454305.0,18111810084.0,27262839557.0,24706234983.0,21060805585.0,47536863557.0,27507943844.0,33181269654.0
157,Middle East & North Africa,MEA,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,2632204245.84202,2552472086.94113,4097234022.7678,5174917797.62865,3861010898.41354,1488885867.72981,5014317659.18974,7767800040.40907,9890994368.12584,5837136699.12643,12186278134.9266,8163299926.79765,9581414675.87379,20255305654.0429,32800313658.4138,73129405134.096,109954908023.26,126453632975.261,114355274009.091,83675082866.558,86092545626.4388,62774425478.8834,61339142359.2737,58611042922.3406,52640518343.2503,49206272004.0445
158,Middle East & North Africa (excluding high income),MNA,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,719866607.139132,1145954169.89682,2370616628.67519,2792751544.91042,2439356879.70549,907067229.781223,1356007506.44577,1947942194.03785,2641475800.7237,1914645359.29123,5069527320.6219,4502066626.20158,8061785423.6563,11252905029.0747,10521887306.371,18170935378.7652,30379633372.3426,33637747266.4627,35606364312.7971,29219598629.8057,25932821028.1303,16177488832.0149,23011638879.6043,24035321919.003,22769339266.5121,20637112634.5644
159,Middle East & North Africa (IDA & IBRD countries),TMN,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,719866607.139132,1145954169.89682,2370616628.67519,2792751544.91042,2439356879.70549,784467229.781223,1178807506.44577,1784942194.03785,2423322696.01609,1726013577.32133,5007521838.7942,4482890225.53358,8052345423.6563,11240033029.0747,10501367306.371,18134693378.7652,30361045412.3426,33618151266.4627,35554856312.7971,28919130629.8057,25752879980.3378,15938648141.4597,22948653513.4984,23845761741.9634,22609627601.1734,20517185949.0156
160,Middle income,MIC,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,20425318009.9466,29457240724.7627,42193715046.5841,61433448059.7842,81189949729.7915,91126175058.9921,113036145359.704,149254749555.659,149625027942.564,152815381722.055,146602474213.454,158027006506.639,152650970295.904,161293040406.845,215958401879.969,301477640053.651,395996547701.627,547062756835.475,624121341252.753,422867450892.08,617903426875.705,721207422494.714,655719865273.763,730871126260.72,664870077726.583,627017306363.335
161,Moldova,MDA,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,7287682988.79307,5825475306.284098,17000000.0,14000000.0,11568000.0,25910000.0,23740000.0,78740000.0,75500000.0,37890000.0,127540000.0,54540000.0,84050000.0,73750000.0,87690000.0,190700000.0,258680000.0,536020000.0,726610000.0,135150000.0,211990000.0,347930000.0,282580000.0,290460000.0,349930000.0,234410000.0
163,Mongolia,MNG,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,7287682988.79307,11120000.0,2000000.0,7700000.0,6900000.0,9800000.0,15900000.0,25000000.0,18900000.0,30400000.0,53700000.0,43000000.0,77794000.0,131500000.0,92900000.0,187620000.0,245460000.0,372759900.0,844697949.479072,623609218.24768,1691421731.58406,4571161962.80891,4272473222.93625,2059702972.91978,337768268.083171,94319767.4741563
165,Morocco,MAR,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,165122977.794539,317462140.572328,422470462.497987,491466064.599827,550924373.94834,92386207.5237384,76412286.3537045,3568764.49373233,11869540.2175684,2651865.40457141,220739724.493672,143838237.27823,79160963.953813,2312682906.91975,787053818.994982,1619752454.25656,2366000096.39078,2806642140.67829,2466288357.37234,1970323920.01346,1240625859.11404,2521362080.65559,2841954371.38455,3360909924.36421,3525625590.44221,3252913902.35596
166,Mozambique,MOZ,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,9200000.0,22500000.0,25300000.0,32000000.0,35000000.0,45000000.0,72500000.0,64400000.0,212700000.0,381700000.0,139200000.0,255416251.0,347584940.0,336698815.0,244703873.36,122413755.58,251141650.25,416689348.42081,641399415.784251,930100407.78,1258453096.82496,3663937118.45157,5635092658.61842,6697422432.4601,4998799334.35621,3868353884.95
167,Myanmar,MMR,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,162787693.239277,240411146.570132,173339723.692503,105745339.036241,126910312.058093,279922221.854349,313412874.305544,390813529.144054,317833772.603796,255617520.187609,254789765.469467,208303564.372066,150511225.813866,248882510.026366,211364294.975748,234904379.027598,275812653.011391,709922015.309805,863880447.312828,1078972200.98264,901133534.876797,2519813313.27459,1333856137.27031,2254603965.49345,2175015283.77713,4083839111.71186
168,Namibia,NAM,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,29567264.7220339,120449858.129188,118232231.782392,55267528.1671983,97977966.4573084,153015438.01703,128693897.273987,90972979.0142207,96232390.3694651,1592530.09997038,196350763.262587,379336366.387133,147535758.471972,65110887.1077804,223561311.215728,392757950.095606,609772318.540092,669789340.799415,749771454.743487,496965839.688552,766949499.221338,744486716.751008,1077257170.67202,853430352.692221,405454698.164731,1059869870.23399
171,Netherlands,NLD,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,10675649732.6247,5623819474.59132,6186517513.00716,6380304064.2108,7126515355.23354,12206170578.6541,16604370594.2964,11033361089.8674,37618898706.316,41167755932.2744,63118802015.6061,51979626671.636,25457149404.5176,20440751399.0477,139818464863.608,209981017489.959,375135934195.319,734010312477.362,195192183842.959,95931335754.4848,115729820336.761,331838461860.777,239754925928.956,328683686654.696,101393606621.904,129749720759.472
172,New Caledonia,NCL,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,31350000.0,3300000.0,-200000.0,20000000.0,40000.0,710000.0,-860000.0,10000000.0,20000.0,4460000.0,-40626091.7634052,103041207.684942,59055445.6614436,116048161.873983,27480195.7306092,-6738759.00139891,749088411.734889,417453934.436208,1746369905.06476,1182295527.61516,1439085573.36548,1758141868.63992,2682824680.90753,2168113323.83381,1797318131.24196,1879148054.72822
173,New Zealand,NZL,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,1735087581.18521,1289798130.68474,1934131390.70885,2395941412.15469,2496120601.9473,3316447778.2606,2337643247.05253,2466580756.57163,1283024498.79724,1145708993.25987,-1507812033.25805,259321576.79631,2848556986.63851,-3363941288.043,2319819298.42871,1906665963.75812,2912645686.56864,4335506075.93739,2591966537.02926,-52385533.2387357,286306902.9756,1378410924.39878,4004181180.86561,-69519935.4200308,3295679653.58657,-135170838.743686
174,Nicaragua,NIC,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,670000.0,42000000.0,15000000.0,38800000.0,46700000.0,88900000.0,120000000.0,203400000.0,218200000.0,337300000.0,266500000.0,150200000.0,203900000.0,201300000.0,250000000.0,241100000.0,286800000.0,381700000.0,627300000.0,433900000.0,489900000.0,936300000.0,767700000.0,815500000.0,884100000.0,949900000.0
175,Niger,NER,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,40813210.1234529,15157374.2665685,56390110.9051159,-34351290.4041736,-11258910.5404045,7188242.64249891,9873865.70973618,18171246.4322667,-1023812.49796726,276108.883660457,15728052.1867837,22567709.3910433,7790662.69968806,18487601.8537582,24367537.686604,49733809.247239,40274236.6186146,98942805.391155,281935056.438537,631278387.018506,795859655.973123,1065789606.37607,851019876.215601,719134023.703739,821872313.744526,524979288.190041
176,Nigeria,NGA,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,587882970.628472,712373362.47117,896641282.4724,1345368587.00053,1959219858.15603,1079271551.03804,1593459221.78999,1539445718.14831,1051326216.95199,1004916719.01059,1140137659.78368,1190632023.7346,1874042129.70642,2005390032.50271,1874033034.84085,4982533942.86909,4854416867.46988,6034971231.02599,8196606673.15448,8554840768.97246,6026232041.2843,8841113286.94787,7069934204.80099,5562873605.73813,4655849169.77532,3128591678.86439
177,North America,NAC,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,56070601938.1818,26054387247.6028,24586794694.1215,56128859062.8605,54353759965.3903,67119143130.3223,96155109106.0034,117147542174.489,201875194378.727,314292255778.126,418442140320.015,199905396347.242,133968118382.159,118370750119.94,210150512586.524,163916019851.886,358502072674.771,461105225718.481,403022475572.167,174648652013.256,289279607091.482,295470198830.063,292436425461.909,344080500591.052,271616769137.728,433932447218.314
178,Northern Mariana Islands,MNP,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,6552000.0,7377000.0,1562000.0,807000.0,1000000.0,596000.0,4596000.0,14608000.0,2534000.0,-465000.0,1504000.0,430000.0,-1206000.0,4272000.0,-3771000.0,-7939000.0,33864000.0,7714000.0,10038000.0,64000.0,14764000.0,-1143000.0,4561666.66666667,6060888.88888889,3200000.0,79764070886.76634
179,Norway,NOR,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,1003127861.11295,-397605982.782991,-668114802.999061,991524094.747359,2736393919.77788,2392766980.23558,3179027080.15712,3886051613.81259,4353858045.2252,6775943655.47974,8332062185.99552,3190216069.0008,3011752930.34115,4179380423.17369,4918494986.32396,10058759829.6279,11877923790.1756,24806091102.6883,20578219685.1148,8635762892.0964,21634265662.593,10296323075.6966,26865986946.5203,-275285355.229859,6152385999.48393,5669105408.98344
181,OECD members,OED,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,169323726558.792,114895724061.908,111455049381.688,146677074783.174,159636614926.104,225130057225.083,243626193964.928,297698330546.082,506775432826.459,768230465944.687,1221872002913.91,604202635486.046,590110193849.05,513192662198.007,706009418480.272,1153080342536.01,1595975998604.02,2317344175006.79,1617372826876.92,754933366792.709,986650039894.902,1324568785831.08,1178178051552.57,1099040540393.14,844556350587.739,1237482157431.98
182,Oman,OMN,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,142262678.803641,135240572.171651,104291287.386216,142002601.703528,76462939.875981,46293889.0694517,60600000.0,64500000.0,102000000.0,40100000.0,82000000.0,5201560.46814044,109232769.830949,24967490.2470741,111053315.994798,1538361508.45254,1596098829.64889,3332119635.89077,2951885565.6697,1485825747.72432,1243172951.88557,1629144343.30299,1364629388.81664,1612430962.28869,1505331599.47984,-2691547464.23927
183,Other small states,OSS,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,359165377.932833,1089686949.70164,1507803001.79866,-77224403.5781859,936579633.776027,1561526797.43369,3664226745.72897,2134134508.44346,3014165903.01657,3084062914.26059,4009904383.3995,3991293572.01426,3341362138.59901,5823242650.93112,14144068459.2929,35221502645.622,42107038595.1901,56151984218.0977,28353605168.9415,20047605584.4018,36959041115.3082,6422276543.13994,63113643674.9575,1545533976.34657,8797017024.92303,15395249970.599
184,Pacific island small states,PSS,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,123551681.217573,50115047.0948674,151850258.917687,146940639.852676,105643348.32049,107259503.880646,-31487184.027537,181402047.634477,137928815.150073,-1230644.5346927,161539863.160407,309727420.850398,-14012057.9606693,209932707.363587,288587531.188215,220583647.246983,619035161.68877,565963062.348185,510264346.346595,277841868.483739,580826100.746761,601534631.172283,517856722.519199,450879541.416589,539193772.780038,409045751.896304
185,Pakistan,PAK,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,245262963.460759,258414487.035348,336479857.130617,348556957.814185,421024638.454288,722631560.660742,921976182.51983,716253125.440908,506000000.0,532000000.0,308000000.0,378000000.0,826000000.0,534000000.0,1118000000.0,2201000000.0,4273000000.0,5590000000.0,5438000000.0,2338000000.0,2022000000.0,1326000000.0,859000000.0,1333000000.0,1867000000.0,979000000.0
187,Panama,PAN,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,135500000.0,108500000.0,144500000.0,169600000.0,401500000.0,223000000.0,415500000.0,1299300000.0,1203100000.0,755600000.0,827800000.0,606800000.0,247100000.0,1050600000.0,1277900000.0,1104400000.0,2944300000.0,2224000000.0,2390000000.0,1085500000.0,2549100000.0,4395600000.0,3381900000.0,4272200000.0,4984400000.0,5057700000.0
188,Papua New Guinea,PNG,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,155413498.325654,116718887.919769,104299700.930699,61950797.7187512,56950397.6608725,454568860.072136,111294012.900957,28575266.3214268,109626019.489705,296492684.425976,96495382.3146879,63183318.6554422,18278809.7582389,109472473.38019,29883258.8275169,31818696.740158,11777272.9741484,94558953.9162801,-30591591.756566,418816685.883252,28720688.2423227,-309831004.051565,-63782355.9335148,18222240.0434839,-30389394.5888189,203474073.882316
189,Paraguay,PRY,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,76900000.0,86100000.0,117500000.0,75000000.0,137100000.0,103200000.0,149400000.0,235800000.0,341900000.0,94500000.0,107800000.0,99200000.0,90400000.0,-57700000.0,93979000.0,7300000.0,187800000.0,105000000.0,260900000.0,49100000.0,344100000.0,447766666.666667,745400000.0,74000000.0,459020000.0,315265500.0
190,Peru,PER,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,41000000.0,-7000000.0,-79000000.0,760588959.23,3289186723.23,2556981500.0,3471149000.0,2139260000.0,1643949119.92647,1940008800.0,809696760.032968,1144260000.0,2155836814.73345,1335007073.0402,1599038388.965,2578719365.11,3466531061.27322,5490961307.08952,6923651284.62579,6430652960.91184,8454627587.91059,7664946686.64279,11917886684.9768,9297768036.99972,7884539123.8287,7817116455.4625
191,Philippines,PHL,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,530000000.0,544000000.0,228000000.0,1238000000.0,1591000000.0,1478000000.0,1517000000.0,1222000000.0,2287000000.0,1247000000.0,1487000000.0,760000000.0,1769000000.0,492000000.0,592000000.0,1664000000.0,2707414996.79964,2918724840.50407,1340027563.20326,2064620677.76657,1070386939.91897,2007150725.40003,3215415155.43567,3737371739.84519,5739574024.13183,5639155961.87389
192,Poland,POL,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,89000000.0,291000000.0,678000000.0,1715000000.0,1875000000.0,3659000000.0,4498000000.0,4908000000.0,6365000000.0,7270000000.0,9335000000.0,5677000000.0,4091000000.0,5371000000.0,13868000000.0,11041000000.0,21473000000.0,25031000000.0,14574000000.0,14025000000.0,18395000000.0,18485000000.0,7358000000.0,795000000.0,19776000000.0,14067000000.0
193,Portugal,PRT,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,2609986420.64141,2448454130.74956,1873428553.39103,1533880550.51382,1269714975.99474,684572213.806636,1346933844.53159,2356609508.11258,3004311816.96023,1167568546.63492,7293267563.81921,6117424174.79127,595755776.395402,10335839852.8697,2496972202.86753,4428914067.58318,13198582129.6572,6026180108.3206,7821376697.00669,5578899469.17434,8455785210.63603,9817680645.3786,21976623037.8039,10804886160.8827,13114055865.3773,2235595396.55316
194,Post-demographic dividend,PST,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,170236768977.306,111602080680.402,104995080494.493,141966073272.013,150785425218.841,216960606265.208,230818158827.934,284648695067.677,493463773357.132,759956822268.943,1241780791733.06,599328382233.896,539096086734.266,499005668986.752,722162810590.151,1134691257663.8,1605846598529.81,2327352924900.66,1623040873716.92,732466745814.007,1031261089391.87,1372291635784.61,1203698436711.62,1107430741807.12,880682508974.418,1199031145731.82
195,Pre-demographic dividend,PRE,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,985850005.487333,1730370214.21253,1241889989.26118,2588362014.28721,2746794123.19913,2724855469.93196,3335463988.41051,3981935813.38979,4899074695.18001,6922600040.35741,4591293259.63322,7277210300.02193,8293486221.23547,12755933997.5164,10201375804.8664,11998524331.7323,13261841056.8943,20513856117.179,25038249713.6045,25770696700.2257,23301051746.2257,32471445502.3781,31243303226.1762,30584231886.6545,36851648054.4519,37611672766.3601
197,Qatar,QAT,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,4880000.0,42540000.0,39580000.0,72050000.0,131850000.0,93560000.0,338870000.0,418330000.0,347300000.0,113250000.0,251600000.0,295520000.0,623920000.0,624920000.0,1198970000.0,2500000000.0,3500000000.0,4700000000.0,3778626373.62637,8124736263.73626,4670329670.32967,938516483.516481,395879120.879119,-840384615.384617,1040384615.38462,1070879120.87912
198,Romania,ROU,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,10000.0,40000000.0,77000000.0,94000000.0,341000000.0,419000000.0,263000000.0,1215000000.0,2031000000.0,1041000000.0,1037000000.0,1157000000.0,1144000000.0,1844000000.0,6443000000.0,6498650462.86646,11006614841.8417,10103086514.314,13667824244.7472,4637684879.5434,3213737651.98388,2370097222.61814,3047569714.39734,3854819397.63757,3869197075.10542,4317731472.30633
199,Russian Federation,RUS,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,7287682988.79307,5825475306.284098,1161000000.0,1211000000.0,690000000.0,2065000000.0,2579000000.0,4864643273.37943,2761260000.0,3309430000.0,2678030000.0,2847300000.0,3473830000.0,7928630000.0,15402990000.0,15508050000.0,37594770000.0,55873680000.0,74782910000.0,36583100000.0,43167780000.0,55083630000.0,50587560000.0,69218890000.0,22031320000.0,6852970000.0
200,Rwanda,RWA,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,7562353.79706307,4577984.59050866,2187569.8004737,5851479.71620905,1000.0,2212201.51505033,2218241.13005358,2598560.17436975,7089193.6813791,1725716.61029343,8319040.46630267,4634137.68483474,2610000.0,4700000.0,7700000.0,10500000.0,30643966.4749592,82283165.8616706,103346051.879478,118670000.0,42332000.0,106210000.0,159814904.836066,257642420.17,291726096.488204,323205167.79064
201,Samoa,WSM,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,6600000.0,3190000.0,5000000.0,5000000.0,3000000.0,3440000.0,1160000.0,19990000.0,3000000.0,2000000.0,-1206806.31458513,1414589.82645398,1599402.88958789,2724300.76280421,2480936.28437362,3763664.37138603,21927671.8857048,6821727.4387444,45899093.7937883,9868116.50800966,-1324579.31706406,8984743.31145687,13887918.6546546,13791695.1653077,22849692.3024683,41323309.0036931
