,Country Name,Country Code,Series Name,Series Code,1990 [YR1990],1991 [YR1991],1992 [YR1992],1993 [YR1993],1994 [YR1994],1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015]
67,Equatorial Guinea,GNQ,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,11073778.6647058,41324758.9335023,6018320.15756731,22301675.6350731,16995533.4921224,126924170.672485,376180404.220707,53451528.1778,274768116.7281,154296173.9421,154499589.873816,940741215.678838,323391507.457804,689779766.001376,340914468.516047,769146185.171423,469506014.649353,1242731087.26451,-793872332.823439,1636219625.31714,2734000000.0,1975000000.0,985256411.512026,730710063.962432,319569592.34651,316172119.367656
69,Estonia,EST,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,7287682988.79307,5825475306.284098,82271988.6444621,162224912.53887,214426829.532783,201489377.942859,150222440.213003,266223909.418108,580524122.692358,305183394.217294,416214286.787886,592889580.182472,338234260.376913,1037745582.89648,1086502852.96118,3127298002.07021,2212181185.41304,3429043145.33097,1873250284.80747,1865561409.88628,2592803326.67143,1118556803.53608,1788040739.48022,1079660229.39323,1681871383.10453,-652014139.153471
70,Ethiopia,ETH,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,7287682988.79307,5825475306.284098,170000.0,3500000.0,17210000.0,14140000.0,21930000.0,288490000.0,260670000.0,69980000.0,134640000.0,349400000.0,255000000.0,465000000.0,545100000.0,265111675.482385,545257102.2,222000573.0,108537544.0,221459581.4,288271568.250744,626509560.351343,278562822.162861,953000000.0,2132000000.0,2167600000.0
71,Euro area,EMU,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,53137374022.3459,45644508467.2854,48956693736.3216,47279424493.7091,49404203013.4,68196521062.3013,70465707780.6307,72629335605.8053,141670263969.943,199513278823.198,466002140023.937,232227303365.51,253456166489.901,269354188279.323,270006238990.519,633807317718.623,817611928957.974,1287373958148.06,652473872799.293,389858602905.281,508407355786.804,764489324062.632,645738153597.818,544153394060.913,287669342001.378,503205241669.797
72,Europe & Central Asia,ECS,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,97646849040.9475,75078191083.2854,71807754268.4352,80543771779.4704,84635354627.9222,132094991113.361,127625206425.145,157824796574.712,281738406061.785,413155605895.438,749003347688.054,359058035721.563,409025276952.891,373876516781.106,440909433930.773,1005160847369.69,1245546569008.3,1857142157514.3,1232556043999.69,585665207839.189,691844110954.759,998803174214.363,900403042204.112,697148751554.476,493572057994.593,743893616464.256
73,Europe & Central Asia (excluding high income),ECA,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,688010000.0,905900000.0,2626581308.1,3929093830.25366,3073371656.72686,5634198493.26973,6961224182.65631,12894317077.0655,11608902257.2843,11399853884.1173,10118015269.548,15152001427.3253,14928100480.4765,26596676395.3967,45632299904.1527,57953020374.9521,108185047782.444,149436567350.748,171907676995.633,94498382846.9895,89538627398.3421,122636154821.257,108800837057.43,119848719544.67,71377913125.6395,60838323346.8258
74,Europe & Central Asia (IDA & IBRD countries),TEC,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,777010000.0,1196900000.0,3304581308.1,5644093830.25366,4948371656.72686,9293198493.26973,11459224182.6563,17802317077.0655,17973902257.2843,18669853884.1173,19453015269.548,20829001427.3253,19019100480.4765,31967676395.3967,59500299904.1527,68994020374.9521,129658047782.444,174467567350.748,186481676995.633,108523382846.99,107933627398.342,141121154821.257,116158837057.43,120643719544.67,91153913125.6395,74905323346.8258
75,European Union,EUU,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,90402434399.7085,71848416480.718,68816253506.5209,74212482795.5929,75862416554.4469,120654955995.91,114208232388.894,135807501465.729,259931122652.53,386527371951.209,709128686982.001,334153080128.324,385262546463.694,329874736169.273,400754545976.95,965745281388.504,1115184788544.48,1692865561218.86,1077110535409.76,445347421813.575,578110677271.557,851108100825.807,733227273233.01,610469732445.284,406230715748.239,589251376772.25
77,Fiji,FJI,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,91903054.994401,5150595.62233258,103593446.178703,91193591.8016572,67548877.315803,69542545.6269258,2422860.40048457,15585225.2065042,107005343.556275,-33204290.1567557,591375.114626099,41301661.8470268,30674592.4352292,40313853.1329202,250618684.707101,184929270.355653,460444078.462108,377939524.321663,338522354.580362,160649876.137796,356156642.660059,402356103.357028,375988474.164292,264709009.793542,347993346.472806,307878423.719429
78,Finland,FIN,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,812172838.219176,-232904201.903945,396369713.714145,863526070.917892,1495765796.20749,1044126140.65185,1118243130.06727,2128500261.16286,12028620490.4545,4649170220.86788,13499419748.1522,3222225508.97586,8080985211.98093,5963557456.14468,6771281519.43878,10875828408.3114,4631613503.99188,21985066155.0099,19403176597.8441,-8826514766.94336,12226437615.5386,-6008160154.38709,4932843235.40106,-4940707105.97727,17243598342.2252,16938463411.8418
79,Fragile and conflict affected situations,FCS,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,742562797.757365,921305680.487695,937160266.433104,1653798943.16937,716839564.93873,1355031552.64811,1010514889.08517,1655403658.45005,2325990165.31073,2710116668.79396,3127813249.27747,4006832711.50458,4621234284.77948,8403420359.84751,6928902392.79668,8683413461.09089,12733905037.496,20556125276.2804,23149358336.7355,18906068068.72,20448924995.8471,22416285454.2847,26942788574.3725,28003271488.7893,26145817220.0079,23716816737.661
80,France,FRA,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,13183285334.811,15152742089.8424,21839501253.074,20754044035.6782,15797125294.9865,23736300874.0228,21971888803.0024,23047924754.756,29518429032.2114,45986859387.4475,41382267637.1702,50126614944.0104,51493238175.3571,42324928757.8752,35581202492.2809,85179159787.3155,78945704919.8979,83780962091.2732,67999194663.2055,18380195792.7671,38899924637.7217,44191741839.7551,32950453827.8547,31589259642.153,-1048274593.7172,34968752553.9028
82,Gabon,GAB,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,73457901.590088,-54589233.7944703,126940086.185977,-113715590.728322,-99602903.9968596,-314523680.439374,-489085742.133444,-311296101.194067,146627239.257719,-156621952.171442,278061231.967685,-100615451.014713,1160708.31013769,99666154.0233407,313970792.039638,326161877.897877,267805315.562785,269324270.257148,773000000.0,573000000.0,499000000.0,696000000.0,832473111.118511,771192615.982512,1011296178.31174,623890438.752219
83,"Gambia, The",GMB,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,14120000.0,9197230.379488,6329113.92405063,11065335.2095802,9722679.11503778,7727641.74414037,10664064.1859729,11666476.0379732,24861621289.594456,33383941470.4166,43520000.0,35480000.0,42826666.6666667,18272720.342347,55526319.4407831,53650280.019084,82208102.59,78099786.4902307,78614989.7289696,39447343.7084005,37366207.6789048,36178721.3735906,33524808.5941955,37635270.4296,28404020.7988882,10595713.610789
85,Germany,DEU,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,3003918963.2088,4748284117.43115,-2117171191.45652,401340977.28584,7290396144.36025,11985480325.3475,6429188833.9381,12796405656.6205,23635840373.8128,55906671343.5536,247986590494.919,56930659865.426,51222015764.7202,65348359020.9572,-20444719445.6139,59855759874.2003,87441737295.5494,50845049518.8358,30926055579.1302,56668665257.6315,86053684912.306,97480731019.8159,65464274951.493,67407574806.8454,16721265607.2783,52576912740.682
86,Ghana,GHA,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,14800000.0,20000000.0,22500000.0,125000000.0,233000000.0,106500000.0,120000000.0,81800000.0,167400000.0,243700000.0,165900000.0,89320000.0,58930000.0,136751000.0,139270000.0,144970000.0,636010000.0,1383177929.85458,2714916343.69978,2372540000.0,2527350000.0,3247588000.0,3294520000.0,3227000000.0,3363389444.44444,3192320530.7897
87,Gibraltar,GIB,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,36140000.0,37110000.0,88620000.0,38150000.0,-5620000.0,10780000.0,-21870000.0,126100000.0,-162010000.0,130610000.0,2007958000.0,-12276000.0,-7638000.0,29172000.0,217138000.0,301404000.0,552282000.0,2359387000.0,4179292000.0,3084491000.0,710433000.0,7553871000.0,952323000.0,-1081973000.0,-1106400000.0,-412017000.0
88,Greece,GRC,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,1005000000.0,1135000000.0,1144000000.0,977000000.0,981000000.0,1053000000.0,1058000000.0,984000000.0,24861621289.594456,567300000.0,-8200000.00000003,2000000.00000007,34197830.0970491,1407469096.17284,2147448817.27506,689960219.877322,5409239580.64895,1957669988.65975,5733408743.96952,2762586782.18351,533689272.693432,1092091923.76527,1663327172.79259,2945417938.39579,2696796378.89563,1140932301.88741
90,Grenada,GRD,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,12874074.0740741,15274074.0740741,22581481.4814815,20248148.1481482,19311111.1111111,19977777.7777778,16962962.962963,33500000.0,48685185.1851852,41551851.8518518,37407407.4074074,58748148.1481481,54488888.8888889,89166666.6666666,65014333.3333333,70157129.6296296,89787148.15,156554796.666667,134832583.333333,102556362.962963,60420861.1111111,42648183.7037037,31489862.962963,74688413.3333333,38242222.2222222,60673333.3333333
92,Guatemala,GTM,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,47700000.0,90700000.0,94100000.0,142500000.0,65200000.0,75200000.0,76900000.0,84400000.0,672800000.0,154600000.0,-788600000.0,-936494410.38247,-1016996773.78154,19488617.59936,321400000.0,540000000.0,635300000.0,859200000.0,751109109.785799,696452714.285715,845598200.0,1139659133.4,1263638428.66,1353141908.0,1165765000.0,1175523400.0
93,Guinea,GIN,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,17860000.0,38770000.0,19690000.0,2720000.0,210000.0,769000.0,23774000.0,17301000.0,17810000.0,63452427.0,9942000.0,1677000.0,0.0,78966000.0,0.0,105000000.0,125000000.0,385900000.0,381880000.0,140850000.0,101350000.0,956040000.0,605400000.0,135330000.0,68000000.0,85000000.0
94,Guinea-Bissau,GNB,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,2020000.0,2090000.0,5830000.0,3300000.0,430000.0,40000.0,1030000.0,11479108.8785,4407138.2079,730876.6134,702270.8631,395613.596288615,3561035.87856828,4005503.68688217,1915633.35188715,8692468.08975684,17887123.56,18770117.49192,6630074.02775762,18890200.0,26240200.0,25024047.388377,6624917.19274534,19639703.7983811,28852724.9375525,18344357.0885113
95,Guyana,GUY,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,7900000.0,12340000.0,146610000.0,69540000.0,106690000.0,74420000.0,59000000.0,52000000.0,44000000.0,46000000.0,67100000.0,56000000.0,43600000.0,26100000.0,30000000.0,76800000.0,102400000.0,152400000.0,178000000.0,164000000.0,198000000.0,246800000.0,277910000.0,200558390.0,237750048.55,116958230.0
96,Haiti,HTI,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,8000000.0,-1800000.0,-2200000.0,-2800000.0,-2800000.0,7400000.0,4100000.0,4000000.0,10760000.0,30000000.0,13250000.0,4400000.0,5700000.0,13800000.0,5900000.0,26000000.0,160600000.0,74500000.0,29800000.0,55470000.0,178000000.0,119000000.0,156000000.0,160377879.375,99000000.0,109430000.0
97,Heavily indebted poor countries (HIPC),HPC,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,773824513.813062,477559100.562646,362098823.287007,1162037714.25327,1158677318.94861,1737845701.27824,1973059932.25762,3398950317.45812,4185971309.21125,5226379408.06105,4053000500.04226,4674257275.35392,5861512037.01303,6836152449.28634,7082357643.00105,8155846695.95901,10331562498.4624,16085267535.5628,19519737732.9053,15910902798.2114,21044721904.2405,29624254921.7006,33405769367.8545,35089444751.3526,33179156889.841,29073565921.2362
98,High income,HIC,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,175412967564.047,117183877854.322,110854063031.006,150208493378.963,160238497325.495,228091017263.505,249888928633.75,310213608313.791,527688533443.978,807080238441.46,1312763233549.06,635771417443.395,588855261702.7,545893757808.831,789667987750.63,1237983699825.17,1747675312951.69,2542216309381.82,1814508867634.14,932051752464.585,1234378476134.32,1547374480665.3,1450993717278.7,1339494848560.25,1115740458117.39,1541913441488.02
99,Honduras,HND,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,43500000.0,52100000.0,47600000.0,26700000.0,34800000.0,50000000.0,90900000.0,121500000.0,99000000.0,237300000.0,349978000.0,309826700.0,287314900.0,390166272.910663,592320092.945897,601059572.180071,717591908.2,966926354.327952,1200798087.04613,494497450.521717,484836872.572117,1042571020.7703,1067550208.43822,1069029263.15978,1294065691.43779,1316679827.33597
101,Hungary,HUN,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,553808992.0373,1462141210.2598,1479165393.92739,2349715110.57644,1144083870.1178,4804151332.43275,3288936448.51943,4154801370.82929,3343000955.27165,3307673094.3683,2747712559.81382,4058819560.69834,3643428379.51995,4157510420.33352,4538099567.15789,8505362816.56334,18678720024.6862,70631297038.9164,75013000490.3306,-2967152013.42159,-20933508134.1745,10506179880.4411,10618888828.859,-3772123439.3159,12961326673.8037,-5309180499.23825
102,IBRD only,IBD,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,19993927427.3021,28810131502.6805,41422987912.2075,60354574337.2262,82444470923.5738,94079113851.5984,117657742972.145,155186794060.878,156396600102.684,164186629357.474,156850128171.316,164708654034.174,154307544874.291,164589020849.207,228812584572.301,306905214292.961,406987025969.198,557928186589.575,627602885578.504,424735752434.759,627309546538.59,731339770641.191,661645262876.135,721456682306.712,678254301920.053,631197862337.679
103,Iceland,ISL,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,22144863.1334079,18463875.8136652,-13030958.5154623,211107.992701218,-1372728.11670592,-9311845.69712894,83362474.7841335,147815825.634689,149750279.516276,65401658.6889091,174215909.25551,181000639.094499,77079208.6348659,153985166.236842,556559342.711388,2641083179.83936,3190006185.12411,3129473540.07622,-220811867.508479,-382126777.049687,-93134840.8250658,137129517.302355,238744156.795525,472623705.707842,766784288.746336,1145752087.33361
104,IDA & IBRD total,IBT,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,21994449564.9891,31103064005.3895,44237680221.8732,64808521993.5548,86817301258.2819,98855951998.2586,123391980236.68,162066756629.969,163363406814.316,171724878655.259,163480621429.055,171743331409.232,163279477331.022,175611119848.59,241477545433.022,325469136701.598,431937925229.577,595113547295.107,671541305824.564,460571682447.308,666524245177.099,784030931388.647,714191262342.874,773682512523.024,729270408261.05,680289409697.985
105,IDA blend,IDB,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,1021622318.18724,1237385051.35719,1516960486.6275,2393017229.43011,2688205090.50044,2724126176.14234,3244187559.51437,3116005792.60052,2856267207.94325,2909344781.40162,2176012093.61143,1838960036.29607,3877322790.48375,3901930141.32792,3891118767.55675,9242855587.3474,12053359167.1196,17748093172.4285,18849137072.9208,15727439552.7758,13831466658.7727,20118113835.3421,16590931593.8894,14547253355.8022,15941401958.7922,10176051380.0129
106,IDA only,IDX,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,978899819.499771,1055547451.3518,1297731823.03817,2060930426.89852,1684625244.20769,2052711970.51784,2490049705.02027,3763956776.49135,4110539503.68875,4628904516.38358,4454481164.12797,5195717338.76144,5094609666.24738,7120168858.05553,8773842093.16396,9321066821.28999,12897540093.2587,19437267533.1038,25089283173.1391,20108490459.7732,25383231979.7369,32573046912.1143,35955067872.8502,37678576860.5096,35074704382.2046,38915495980.2928
107,IDA total,IDA,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,2000522137.68701,2292932502.70899,2814692309.66567,4453947656.32863,4372830334.70813,4776838146.66017,5734237264.53464,6879962569.09187,6966806711.632,7538249297.7852,6630493257.73939,7034677375.05751,8971932456.73113,11022098999.3834,12664960860.7207,18563922408.6374,24950899260.3783,37185360705.5324,43938420246.0599,35835930012.549,39214698638.5096,52691160747.4563,52545999466.7396,52225830216.3118,51016106340.9968,49091547360.3058
108,India,IND,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,236690000.0,73537638.388533,276512438.973893,550370024.929383,973271468.722874,2143628110.28392,2426057021.91092,3577330042.34586,2634651657.77141,2168591054.37925,3584217307.18756,5128093561.62688,5208967106.27894,3681984671.43429,5429250989.85717,7269407225.61438,20029119267.1396,25227740886.6819,43406277075.8109,35581372929.6642,27396885033.7838,36498654597.8589,23995685014.2142,28153031270.3203,34576643694.1383,44009492129.5319
109,Indonesia,IDN,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,1093000000.0,1482000000.0,1777000000.0,2004000000.0,2109000000.0,4346000000.0,6194000000.0,4677000000.0,-240800000.0,-1865620963.49087,-4550355285.71428,-2977391857.14286,145085548.722222,-596923827.786241,1896082770.0,8336257207.64285,4914201435.40071,6928480000.0,9318453649.82664,4877369178.43651,15292009410.5099,20564938226.7185,21200778607.8727,23281742361.5305,25120732059.5134,19779127976.9576
110,"Iran, Islamic Rep.",IRN,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,-361950000.0,22590000.0,8500000.0,207550000.0,2000000.0,17000000.0,26000000.0,53000000.0,24000000.0,35000000.0,193575000.0,408118760.0,3519380360.0,2877481500.0,3037299840.0,2889191670.0,2317538500.0,2017791750.0,1979988010.0,2983421910.0,3648972410.0,4276718690.0,4661734400.0,3049945000.0,2105494000.0,2050000000.0
111,Iraq,IRQ,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,420000.0,-3000000.0,7780000.0,810000.0,-30000.0,2400000.0,-3899260.3521,1120000.0,7110000.0,-6900000.0,-32000.0,-6656000.0,-326000.0,1000000000.0,300000000.0,515300000.0,383000000.0,971800000.0,1855700000.0,1598300000.0,1396200000.0,2082000000.0,3400000000.0,5131400000.0,4781800000.0,3316300000.0
112,Ireland,IRL,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,627433373.661392,1356768989.64331,1441705345.01734,1121164197.3412,838327712.831866,1446529264.17961,2617948456.48251,2742865098.58889,11034674874.8792,18322769074.4639,25501012792.2023,9572506272.24899,29477434763.1211,22410807389.035,-10994234313.2414,47028464779.1666,22080936155.176,59941052659.7903,23258563614.0438,53935264225.1133,37763638573.1618,23664918434.7125,40961642315.2272,49960134752.2324,86765614578.4911,203463366382.001
114,Israel,ISR,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,151000000.0,345600000.0,588500000.0,604900000.0,441600000.0,1350300000.0,1397100000.0,1633800000.0,1737400000.0,4150000000.0,8047500000.0,1771300000.0,1582500000.0,3322000000.0,2946900000.0,4818400000.0,15295500000.0,8798100000.0,10874100000.0,4438100000.0,5509600000.0,8727600000.0,8467600000.0,12448100000.0,6738000000.0,11510200000.0
115,Italy,ITA,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,6410685449.35952,2400685993.41399,3104520913.5432,3748776013.26658,2199180295.33475,4841781425.99734,3545881094.09677,3699857611.80497,2634605953.58008,6942860356.75345,13176403310.8984,14873909552.7108,17216956813.3538,19552932110.9414,20086849958.4175,36777786838.5297,56964903121.093,65987320735.5399,-9500316172.95794,16574423267.733,9937474797.02774,34443576599.8205,34812127.5551014,19530574590.5205,17028003371.6525,13005637732.7012
116,Jamaica,JAM,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,137900000.0,133200000.0,142400000.0,77900000.0,129700000.0,147400000.0,183700000.0,203300000.0,369100000.0,523700000.0,419600000.0,576500000.0,443800000.0,683500000.0,559365888.026738,637901995.872958,842342788.336148,811902426.322257,1376602630.06182,485164640.147181,185775630.598887,172757165.409787,413333448.071632,544747561.767059,582148741.614112,924977863.710038
117,Japan,JPN,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,1777361196.1055,1285720114.7582,2759977744.10133,118698479.545512,911689479.395353,39332003.2756078,207641498.396358,3200076742.37051,3268105339.09923,12308393448.1354,10688168325.6084,4926033619.18462,11557373873.9419,8771535612.31506,7527948175.22325,5459618342.94079,-2396909736.30508,21631204435.6847,24624845329.5648,12226471578.7439,7440979284.16286,-850717035.068239,546962692.190728,10648441636.2071,19752249424.0871,5585489705.9479
118,Jordan,JOR,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,37646775.3107837,-11887398.0426124,40722566.9809784,-33548530.1487944,2854731.793423,13308089.2065636,15514809.5909732,360930888.575458,310014104.372355,157968970.380818,913258110.014104,273628171.251894,238222874.679327,546967559.943583,936812411.847673,1984485190.40903,3544005641.74894,2622144778.84372,2826744496.33301,2413098591.54929,1688394366.19718,1486056338.02817,1513237605.6338,1805638280.09843,2009304225.35211,1274788732.39437
119,Kazakhstan,KAZ,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,7287682988.79307,5825475306.284098,100000000.0,1271400000.0,659700000.0,964200000.0,1137000000.0,1321400000.0,1151400000.0,1587000000.0,1370521199.1464,2816823050.0,2588491060.0,2483253230.0,5615262947.0,2546065710.0,7611168450.0,11972842988.7618,16818890680.0,14275888207.0145,7456117901.08145,13760291528.5034,13648134373.8439,10011293285.3074,7090689354.25121,6584614529.67901
120,Kenya,KEN,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,57081096.1781559,18830976.8357173,6363133.14468109,145655517.114549,7432412.60236849,42289248.4582554,108672931.624341,62096809.7799306,26548245.9700464,51953455.9539555,110904550.399762,5302622.93940566,27618447.058206,81738242.6366212,46063931.4543862,21211685.395223,50674725.1830695,729044146.04372,95585680.233444,116257608.986359,178064606.752108,139862091.096042,163410210.303025,371846696.367752,944327305.005736,1437000004.3704
121,Kiribati,KIR,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,299752.548026759,427651.416059778,406859.823082073,-769774.77967577,431365.118281168,387685.967,538400.1377,512104.9741,439745.4502,451627.4719,721810.265359485,-273476.290963257,249788.10796714,670758.993715586,1953667.95366795,2606016.17448281,568432.866937296,1153047.1018,-1267679.26219092,4995548.97813979,-6602470.86768583,682761.087762885,-3421353.77278105,1173035.62318426,8270650.22182644,1697856.6438032
122,"Korea, Dem. People?s Rep.",PRK,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,-60790000.0,133770000.0,1920000.0,8490000.0,-660000.0,-10000.0,1840000.0,307370000.0,30660000.0,-14880000.0,11056000.0,-19693000.0,5643000.0,5630000.0,65035000.0,-5943000.0,-236073000.0,20900000.0,167971000.0,8623000.0,14167000.0,126001000.0,221333000.0,88718000.0,63271000.0,82915000.0
123,"Korea, Rep.",KOR,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,788500000.0,1179800000.0,728300000.0,588100000.0,809000000.0,1775800000.0,2325400000.0,2844200000.0,5412300000.0,9333400000.0,11509400000.0,6522300000.0,5475100000.0,7010000000.0,13294400000.0,13643200000.0,9161900000.0,8826900000.0,11187500000.0,9021900000.0,9497400000.0,9773000000.0,9495900000.0,12766600000.0,9273600000.0,4104100000.0
125,Kuwait,KWT,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,5600000.0,800000.0,35300000.0,13252115.5345937,10000.0,6701341.17431203,347351454.621611,19779208.9756995,59063714.1284736,72269842.4517435,16299834.3665164,-111516284.529561,3619441.97735906,-67111499.3383339,23752969.1211401,233904109.589041,121305596.280329,111535690.174729,-5951752.85941426,1113588046.64934,1304627500.01185,3259067552.4562,2872588962.21562,1433630444.12308,485806657.75508,284647623.805362
127,Lao PDR,LAO,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,6000000.0,6900000.0,7800000.0,29900000.0,59200000.0,95100000.0,159800000.0,86300000.0,45300000.0,51608266.5602,33890000.0,23904284.1333334,4451297.0311068,19484000.8001107,16917263.0,27720000.0,187310641.0,323520000.0,227770000.0,318598209.09,278805903.12,300743507.13,294375016.0,426667686.175,913243369.807065,1079144682.35334
128,Late-demographic dividend,LTE,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,12528739929.4343,16586079014.3261,28714139392.8983,47604686928.4418,56693272706.5086,64949447346.9111,85189405599.3898,109364049198.148,125776211008.204,126142746183.716,140279785653.284,117505453569.016,138837494109.158,148108839092.154,172042936092.176,279201621939.527,338289166328.615,480543236556.001,480796114696.246,367435286017.581,560516706554.521,605088532866.639,620243218403.013,606153544683.25,616634631508.745,662225720228.081
129,Latin America & Caribbean,LCN,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,8388070237.49505,13145788056.5608,14783147225.6292,14296916550.639,29189781137.7126,30674732457.1408,45602018373.5072,70298632309.8726,79043944558.7213,95839291325.6312,95442349022.2379,80229757766.17,61478135701.4731,52642980078.2557,106617260322.181,82296382605.2123,105648387661.331,192360864085.77,221993371031.338,154940333296.888,237474430531.406,285865329382.882,286603540388.342,325002790337.054,273729253995.086,254726231474.715
130,Latin America & Caribbean (excluding high income),LAC,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,7293083086.90048,11862857535.9975,13620430335.1337,12274577524.4573,25466633510.9783,27046913358.7748,38823397239.9768,60287278065.5017,68867223680.5425,78984648777.6442,73634700538.9175,67131696155.8884,51837409651.0791,39750527271.5544,60147923172.8248,69017734574.3663,66882510750.2054,114907247755.535,124296139424.503,75228915505.3012,153343827774.266,180407577476.888,171804286422.79,170786874091.74,171568571651.802,161174796839.896
131,Latin America & the Caribbean (IDA & IBRD countries),TLA,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,8214627444.19896,12963479453.2089,14777890465.8527,13818589511.5329,28759545495.2545,30511403183.3978,44184739099.7642,66727040522.1631,74443609139.7269,88733794565.8546,79576371983.1318,72663445140.4717,55720621734.9926,45262813541.9428,68482568646.2032,78623567515.2162,77401945144.3919,131131545486.463,148202996861.147,91718046603.3921,172450597989.92,207700607388.827,203265944232.935,194029961710.097,198911613168.35,183651124408.414
132,Latvia,LVA,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,7287682988.79307,5825475306.284098,29405300.0,45123000.0,214453000.0,179618000.0,381694000.0,521053000.0,356900000.0,347600000.0,324227514.251283,173485503.256379,159978989.567442,316335164.097667,591016370.929425,810406848.732187,1704978769.68467,2713740044.9203,1432688544.37671,-32391422.0913188,435492262.776266,1500490481.22611,1078662408.44526,989503245.98639,1083404284.49443,763404471.392912
