name,id,YR2004,YR2005,YR2006,YR2007,YR2008,YR2009,YR2010,YR2011,YR2012,YR2013,YR2014,YR2015
South Africa,ZAF,4.874047864,7.267681893,7.479407454,6.081786235,7.925974582,9.34488146,10.03322883,10.46131616,10.13319585,10.24268107,10.95355661,10.499399
South Asia,SAS,7.315657965,7.335361341,7.421915429,7.565955097,7.763832775,7.908999315,8.053759555,8.243346327,8.729056275,8.849143052,9.040620674,9.452558335
South Asia (IDA & IBRD),TSA,7.315657965,7.335361341,7.421915429,7.565955097,7.763832775,7.908999315,8.053759555,8.243346327,8.729056275,8.849143052,9.040620674,9.452558335
Spain,ESP,97.5144557,99.26527362,101.8181957,104.2186875,103.7548272,99.05162748,95.71200719,88.2000511,83.7287552,73.54115154,69.65757473,67.53402973
Sri Lanka,LKA,8.775216254,9.087180305,12.11099925,13.37653454,14.21073566,15.01525821,15.98391657,17.39538321,18.00906929,18.31258539,18.44226917,18.5849744
St. Kitts and Nevis,KNA,57.50160382,56.66492325,55.89260234,55.17601632,59.45217894,58.73484886,58.02242853,47.76265423,49.54131232,48.94737493,43.76745216,43.27285128
St. Lucia,LCA,25.06655603,24.50690419,23.93193428,23.36354481,22.81362839,22.31026657,21.87078139,21.50744974,21.1963513,20.91869121,20.6535054,19.68822293
Sub-Saharan Africa,SSF,1.42168637,1.477874723,1.605010262,2.074022642,2.428295673,2.765753429,3.432412994,3.507601563,3.688459796,4.117382913,4.620018065,4.676014895
Sub-Saharan Africa (excluding high income),SSA,1.42168637,1.477874723,1.605010262,2.074022642,2.428295673,2.765753429,3.432412994,3.507601563,3.688459796,4.117382913,4.620018065,4.676014895
Sub-Saharan Africa (IDA & IBRD countries),TSS,1.42168637,1.477874723,1.605010262,2.074022642,2.428295673,2.765753429,3.432412994,3.507601563,3.688459796,4.117382913,4.620018065,4.676014895
Sudan,SDN,2.469946949,2.344695438,2.270628013,2.258987034,2.250234581,2.358734413,2.752304888,2.842243705,2.882027338,2.988485238,3.054937837,3.174809789
Suriname,SUR,10.5472561,10.69126235,10.55460152,10.69895122,10.55403108,10.67805659,11.33227026,11.17422479,11.01584446,12.41047651,12.49286122,11.06762318
Swaziland,SWZ,5.860077195,5.914037903,5.930900448,5.781649341,5.773322056,5.621972919,5.618624232,6.302151984,6.170375894,5.91881953,5.807882812,6.69789872
Sweden,SWE,23.57686163,23.51996877,23.78463648,23.59747161,23.95572318,22.96473873,22.50302468,21.69967871,21.80779736,21.54010548,21.10287882,19.32105384
Switzerland,CHE,57.35246653,56.79195843,55.61888462,55.27938749,53.95360235,52.6806009,51.76847941,50.24592755,48.88089889,47.44065182,46.01897011,44.28997829
Tanzania,TZA,16.96619708,1.183626292,1.163378545,1.3211615,1.777027364,1.881556783,1.998398648,2.064857323,2.204678861,2.457817972,2.452613378,2.47760523
Thailand,THA,7.776328489,8.305182574,9.101372196,9.739970216,10.35865322,10.86318453,11.09106131,11.42099437,11.76877938,12.17587534,12.6089073,12.62266101
Timor-Leste,TLS,1.218546274,2.170171465,2.067286485,1.97307128,1.888340972,1.81542451,1.75605762,3.789086238,4.159495797,4.81383627,5.003280486,5.020981031
Togo,TGO,1.205187387,1.231953072,1.627390768,2.954048434,3.885197629,4.056949428,4.243143627,4.471614828,4.501331385,4.59964721,4.931148233,4.977261027
Tonga,TON,24.14292612,20.80399437,20.66312744,22.07540327,23.44262807,21.69096571,21.52223708,21.41327623,19.78299575,21.18547887,18.0323681,29.78938902
Trinidad and Tobago,TTO,12.58018621,12.4306081,12.6049558,12.78795917,12.78852302,12.80081925,13.48695802,12.56550834,12.69257456,12.54206036,13.32730653,12.99348562
Tunisia,TUN,11.90847522,12.19097143,12.98570877,13.70388364,14.44352456,15.0039508,16.52201457,16.95990913,17.52816428,18.16381592,19.26583913,19.89808895
Turkey,TUR,16.96619708,12.95516073,14.06718607,15.33742637,17.17526788,17.34752155,17.87407787,18.20901153,18.55677079,19.5718021,19.53308506,19.12542213
Uganda,UGA,1.131028565,1.184515506,1.192809797,1.382203758,2.038832454,2.359156228,2.459087668,2.391068156,2.698448739,2.895234428,2.986063229,2.976094411
Ukraine,UKR,3.713002859,3.865193138,3.872296876,3.856667252,3.73446702,3.215168523,2.321466502,1.599937954,1.069253554,0.916630047,0.764053578,0.561751206
United Arab Emirates,ARE,15.42168975,13.6060209,12.97823819,12.54428715,12.70578963,12.18561711,11.99729133,11.93583496,12.16585591,12.55149768,12.05745223,18.21139794
United States,USA,32.50746481,33.09151418,33.75201369,34.57786328,34.96290144,35.70799825,35.21670072,34.93094429,34.6721185,33.42676015,32.22227265,32.87220466
Upper middle income,UMC,10.74198827,12.15349447,11.74346167,12.3761986,15.13766771,15.51160296,15.62774558,15.39239033,14.0336336,14.86062589,15.63956838,14.96414172
Uruguay,URY,12.82022367,12.78178107,13.35137077,13.46751401,13.56958892,13.39761623,13.57534931,13.52805628,12.72674471,12.57407916,12.19950784,11.97765555
Uzbekistan,UZB,38.82286123,39.69712376,42.03096202,41.19502078,40.48170852,40.17077929,39.14137309,38.23700412,38.09640338,37.87683248,37.59148604,37.23253051
Vanuatu,VUT,19.58016855,18.99620867,19.11095822,20.76750775,20.22040239,19.70207646,20.54344253,20.69149646,22.0368534,22.00441346,22.60618799,21.43214345
"Venezuela, RB",VEN,16.96619708,15.74789549,16.46986434,17.31722854,17.34854348,18.37829559,17.18334982,16.70154692,16.79982098,16.6941056,16.52923403,15.9266512
West Bank and Gaza,PSE,8.778687251,8.691128122,9.068411525,9.301483711,10.41266088,10.85687365,10.4836315,10.70091334,10.50797,10.32249529,10.77544355,10.97055497
World,WLD,9.169363699,9.90675008,10.82761128,10.75544606,10.59241869,10.86002909,10.79594833,11.20357268,11.18509358,11.91144402,12.38083067,12.62266101
"Yemen, Rep.",YEM,1.742473801,1.843871735,1.91027697,1.957740025,1.942109226,1.93461565,1.840131577,1.755210274,1.696415755,1.66804973,1.641305387,1.590911714
Zambia,ZMB,2.970937048,2.846913083,2.891440488,3.164242121,3.517004861,3.691433363,3.822767352,3.977494942,4.20278209,4.442803482,4.696166854,4.676014895
Zimbabwe,ZWE,2.72001177,3.672034554,3.423386696,3.79626049,3.140665335,4.147177217,4.357500611,5.600069647,11.58523452,12.13734375,12.96871228,14.37672034
