name,id,YR2004,YR2005,YR2006,YR2007,YR2008,YR2009,YR2010,YR2011,YR2012,YR2013,YR2014
IDA total,IDA,1.70018887,2.211000325,2.93174836,3.729813343,4.242521774,5.026951484,6.542364818,7.511579084,9.010179575,10.79158576,13.70059993
India,IND,1.976136492,2.388075,2.805499865,3.95,4.38,5.12,7.5,10.07,12.58006091,15.1,21
Indonesia,IDN,2.600285876,3.602024763,4.764813134,5.786274729,7.917479385,6.92,10.92,12.28,14.52,14.94,17.14
"Iran, Islamic Rep.",IRN,7.49,8.1,8.76,9.47,12.02,13.8,15.9,19,22.73,29.95,39.35
Iraq,IRQ,0.9,0.9,0.952344244,0.93,1,1.06,2.5,5,7.1,9.2,13.21
Ireland,IRL,36.99,41.61,54.82,61.15832455,65.34,67.38,69.85,74.88997297,76.91999254,78.2477,79.69
Israel,ISR,22.77048553,25.19404242,27.88107446,48.12806219,59.39,63.12,67.5,68.87387799,70.8,70.25031195,75.01775316
Italy,ITA,33.24,35,37.99,40.79,44.53,48.83,53.68,54.3899983,55.82999799,58.4593,55.63846022
Jamaica,JAM,10,12.8,16.4,21.1,23.6,24.3,27.67,37.43861341,33.79,37.1,40.4027351
Japan,JPN,62.39392963,66.9210661,68.68527032,74.3,75.4,78,78.21,79.05411352,79.4964,88.21942891,89.10683302
Jordan,JOR,11.65874137,12.93285205,13.86710879,20,23,26,27.2,34.9,37,41.4,46.2
Kazakhstan,KAZ,2.650394657,2.961707492,3.268369051,4.02,11,18.2,31.6,50.6,53.31566912,63,66
Kenya,KEN,3.023528042,3.101897702,3.6,4.4,5.2,6.1,7.2,8.8,10.5,13,16.5
Kiribati,KIR,3.5,4,4.5,6,7,8.97,9.07,10,10.74679768,11.5,12.25
"Korea, Rep.",KOR,72.7,73.5,78.1,78.8,81,81.6,83.7,83.75912015,84.07,84.77,87.55682649
Kuwait,KWT,22.92711204,25.92610837,28.79119795,34.8,42,50.8,61.4,65.76907069,70.45,75.46,78.7
Kyrgyz Republic,KGZ,5.090385307,10.53380134,12.306907,14.03,15.7,16,16.3,17.5,19.8,23,28.3
Lao PDR,LAO,0.36143449,0.85035749,1.169893428,1.64,3.55,6,7,9,10.74767619,12.5,14.26
Late-demographic dividend,LTE,10.38294991,12.2902609,15.13908924,19.97713169,25.1973721,30.59625211,36.03289925,40.04408369,44.63918441,48.32323988,50.88295882
Latin America & Caribbean,LCN,14.40238707,16.62978984,20.75263406,23.70293508,26.50047906,31.03430413,34.70962205,39.34647041,43.18401808,46.26188277,48.76919872
Latin America & Caribbean (excluding high income),LAC,13.84810843,16.0539116,20.1969995,23.1934153,25.96640769,30.52083211,34.19612572,38.75322048,42.51679061,45.62016216,48.07666979
Latin America & Caribbean (IDA & IBRD),TLA,14.44717799,16.69721392,20.89217131,23.89436944,26.66732789,31.27015221,34.98117776,39.70452116,43.40276067,46.43031524,48.92990336
Latvia,LVA,38.58,46,53.63,59.17,63.41,66.84,68.42,69.74995456,73.11994377,75.2344,75.83
Least developed countries: UN classification,LDC,0.5546596,0.783962452,1.11724541,1.922990045,2.122367034,2.705371626,4.271479294,4.799939353,6.060082411,7.538075538,10.46735545
Lebanon,LBN,9,10.14,15,18.74,22.53,30.14,43.68,52,61.24978572,70.5,73
Lesotho,LSO,2.175524339,2.580245484,2.979708187,3.44543126,3.58,3.72,3.86,7,10,15,22
Liberia,LBR,0.031011185,19.78850771,22.25778137,0.551376581,0.53,2,2.3,2.5,2.6,3.2,5.41
Libya,LBY,3.532838162,3.917787977,4.301051789,4.721999379,9,10.8,14,14,39.12517904,16.5,17.76
Liechtenstein,LIE,64.00744814,63.37135615,64.21416136,65.08021844,70,75,80,85,89.4077,93.8,95.21
Lithuania,LTU,31.23,36.22,43.9,49.9,55.22,59.76,62.12,63.6399774,67.22998933,68.4529,72.13
Low & middle income,LMY,5.850364639,6.935330862,8.52514123,11.09854981,13.7263602,16.44168205,20.16898745,23.02191669,26.20614616,29.03944261,32.42386616
Low income,LIC,0.663063491,0.910523758,1.135463094,1.359597756,1.869947827,2.366428996,3.25984344,3.724865106,4.709011385,6.055549384,7.712589106
Lower middle income,LMC,2.919588033,3.678297926,4.587786344,5.832043017,6.881584929,7.989348088,10.95922964,13.16760068,15.69527165,18.30726638,22.68924498
